omitted_target,candidate_set,comparator,metric,original_mean,comparator_mean,difference,targets
BCL2,context_background,ipin_optimized,average_precision,0.20390872756236014,0.10255516290391689,0.10135356465844322,11
KEAP1,context_background,ipin_optimized,average_precision,0.19636796577307944,0.11364516633576272,0.08272279943731674,11
BRCA1,context_background,ipin_optimized,average_precision,0.19490076822212232,0.11495503422548269,0.07994573399663961,11
KRAS,context_background,ipin_optimized,average_precision,0.19856729592802383,0.11283764136821355,0.0857296545598103,11
CDK2,context_background,ipin_optimized,average_precision,0.2063063575508316,0.0841726195213735,0.12213373802945805,11
HIF1A,context_background,ipin_optimized,average_precision,0.17617602074737485,0.11592492946517283,0.060251091282202025,11
CTNNB1,context_background,ipin_optimized,average_precision,0.2054165932570723,0.11822406190614924,0.08719253135092306,11
TNFRSF1A,context_background,ipin_optimized,average_precision,0.20627669477432795,0.10287437231403541,0.1034023224602926,11
BECN1,context_background,ipin_optimized,average_precision,0.17983129001761736,0.09729375764251165,0.08253753237510575,11
ERN1,context_background,tuna_retrained,P_vs_U_concordance,0.7718181818181818,0.7546464646464647,0.01717171717171714,11
TP53,context_background,tuna_retrained,P_vs_U_concordance,0.7611237373737374,0.739469696969697,0.021654040404040367,11
EGFR,context_background,tuna_retrained,P_vs_U_concordance,0.7466792929292929,0.7481565656565656,-0.0014772727272727563,11
BCL2,context_background,tuna_retrained,P_vs_U_concordance,0.7684974747474748,0.7363383838383839,0.03215909090909088,11
KEAP1,context_background,tuna_retrained,P_vs_U_concordance,0.7732449494949495,0.7734090909090909,-0.0001641414141414499,11
BRCA1,context_background,tuna_retrained,P_vs_U_concordance,0.7509217171717172,0.7291666666666667,0.021755050505050475,11
KRAS,context_background,tuna_retrained,P_vs_U_concordance,0.7519318181818182,0.7332070707070707,0.018724747474747446,11
CDK2,context_background,tuna_retrained,P_vs_U_concordance,0.7872853535353536,0.7309848484848485,0.05630050505050502,11
HIF1A,context_background,tuna_retrained,P_vs_U_concordance,0.7742550505050505,0.7509848484848486,0.023270202020201993,11
CTNNB1,context_background,tuna_retrained,P_vs_U_concordance,0.77375,0.758358585858586,0.015391414141414116,11
TNFRSF1A,context_background,tuna_retrained,P_vs_U_concordance,0.7862752525252525,0.7661363636363636,0.02013888888888886,11
BECN1,context_background,tuna_retrained,P_vs_U_concordance,0.7654671717171717,0.7377525252525252,0.02771464646464644,11
ERN1,context_background,tuna_retrained,average_precision,0.1835201267429823,0.09951174061369022,0.08400838612929208,11
TP53,context_background,tuna_retrained,average_precision,0.20341765982724921,0.12016006819421741,0.08325759163303181,11
EGFR,context_background,tuna_retrained,average_precision,0.1288022833736375,0.12049155488934046,0.00831072848429701,11
BCL2,context_background,tuna_retrained,average_precision,0.20390872756236014,0.11837222640637561,0.08553650115598453,11
KEAP1,context_background,tuna_retrained,average_precision,0.19636796577307944,0.1224299814986099,0.07393798427446957,11
BRCA1,context_background,tuna_retrained,average_precision,0.19490076822212232,0.10830323815556918,0.08659753006655313,11
KRAS,context_background,tuna_retrained,average_precision,0.19856729592802383,0.11831658339618714,0.0802507125318367,11
CDK2,context_background,tuna_retrained,average_precision,0.2063063575508316,0.115883534505919,0.09042282304491259,11
HIF1A,context_background,tuna_retrained,average_precision,0.17617602074737485,0.11859001515357613,0.057586005593798714,11
CTNNB1,context_background,tuna_retrained,average_precision,0.2054165932570723,0.12125420463639426,0.08416238862067801,11
TNFRSF1A,context_background,tuna_retrained,average_precision,0.20627669477432795,0.1176823181124304,0.08859437666189757,11
BECN1,context_background,tuna_retrained,average_precision,0.17983129001761736,0.0773953212041183,0.10243596881349908,11
ERN1,all_U,ipin_baseline,P_vs_U_concordance,0.8037710437710438,0.7478114478114477,0.05595959595959596,11
TP53,all_U,ipin_baseline,P_vs_U_concordance,0.796590909090909,0.73635101010101,0.060239898989899,11
EGFR,all_U,ipin_baseline,P_vs_U_concordance,0.786557239057239,0.7344654882154881,0.05209175084175084,11
BCL2,all_U,ipin_baseline,P_vs_U_concordance,0.8143013468013468,0.7041624579124579,0.11013888888888887,11
KEAP1,all_U,ipin_baseline,P_vs_U_concordance,0.8099242424242423,0.7337920875420875,0.07613215488215487,11
BRCA1,all_U,ipin_baseline,P_vs_U_concordance,0.7893855218855219,0.7221422558922559,0.067243265993266,11
KRAS,all_U,ipin_baseline,P_vs_U_concordance,0.7948400673400673,0.7205934343434343,0.07424663299663299,11
CDK2,all_U,ipin_baseline,P_vs_U_concordance,0.8171296296296297,0.7230176767676767,0.09411195286195286,11
HIF1A,all_U,ipin_baseline,P_vs_U_concordance,0.8063552188552188,0.7176978114478114,0.08865740740740741,11
CTNNB1,all_U,ipin_baseline,P_vs_U_concordance,0.8134259259259259,0.7087415824915825,0.10468434343434345,11
TNFRSF1A,all_U,ipin_baseline,P_vs_U_concordance,0.8135606060606061,0.7328493265993266,0.08071127946127947,11
BECN1,all_U,ipin_baseline,P_vs_U_concordance,0.8048063973063972,0.7197180134680135,0.08508838383838385,11
ERN1,all_U,ipin_baseline,average_precision,0.17624165174445794,0.05098285612458067,0.12525879561987727,11
TP53,all_U,ipin_baseline,average_precision,0.19616163517391294,0.05151675423810756,0.14464488093580538,11
EGFR,all_U,ipin_baseline,average_precision,0.12149055462047946,0.05140418931442375,0.07008636530605572,11
BCL2,all_U,ipin_baseline,average_precision,0.19793989830283285,0.039837614858987375,0.1581022834438455,11
KEAP1,all_U,ipin_baseline,average_precision,0.18932167820073192,0.04854597946613783,0.1407756987345941,11
BRCA1,all_U,ipin_baseline,average_precision,0.1875890394689643,0.0497818101995706,0.13780722926939368,11
KRAS,all_U,ipin_baseline,average_precision,0.19583550791280116,0.05083155863148638,0.14500394928131477,11
CDK2,all_U,ipin_baseline,average_precision,0.19913419526479884,0.05007991458802215,0.1490542806767767,11
HIF1A,all_U,ipin_baseline,average_precision,0.16892785792715612,0.04991270852609877,0.11901514940105734,11
CTNNB1,all_U,ipin_baseline,average_precision,0.1987562934490919,0.04262205958009026,0.15613423386900166,11
TNFRSF1A,all_U,ipin_baseline,average_precision,0.1989929738900127,0.05092459613734787,0.14806837775266482,11
BECN1,all_U,ipin_baseline,average_precision,0.1726714815367005,0.04124333076581192,0.13142815077088857,11
ERN1,all_U,ipin_optimized,P_vs_U_concordance,0.8037710437710438,0.7775757575757577,0.026195286195286185,11
TP53,all_U,ipin_optimized,P_vs_U_concordance,0.796590909090909,0.7741708754208755,0.022420033670033677,11
EGFR,all_U,ipin_optimized,P_vs_U_concordance,0.786557239057239,0.7637331649831651,0.022824074074074083,11
BCL2,all_U,ipin_optimized,P_vs_U_concordance,0.8143013468013468,0.7340361952861953,0.08026515151515151,11
KEAP1,all_U,ipin_optimized,P_vs_U_concordance,0.8099242424242423,0.7620496632996634,0.047874579124579125,11
BRCA1,all_U,ipin_optimized,P_vs_U_concordance,0.7893855218855219,0.7411069023569024,0.04827861952861953,11
KRAS,all_U,ipin_optimized,P_vs_U_concordance,0.7948400673400673,0.7372011784511785,0.057638888888888885,11
CDK2,all_U,ipin_optimized,P_vs_U_concordance,0.8171296296296297,0.7402988215488215,0.07683080808080808,11
HIF1A,all_U,ipin_optimized,P_vs_U_concordance,0.8063552188552188,0.7603661616161617,0.04598905723905724,11
CTNNB1,all_U,ipin_optimized,P_vs_U_concordance,0.8134259259259259,0.7628577441077442,0.05056818181818181,11
TNFRSF1A,all_U,ipin_optimized,P_vs_U_concordance,0.8135606060606061,0.7499284511784512,0.06363215488215489,11
BECN1,all_U,ipin_optimized,P_vs_U_concordance,0.8048063973063972,0.7495917508417509,0.055214646464646466,11
ERN1,all_U,ipin_optimized,average_precision,0.17624165174445794,0.11248491284484069,0.06375673889961725,11
TP53,all_U,ipin_optimized,average_precision,0.19616163517391294,0.11342974435270713,0.08273189082120581,11
EGFR,all_U,ipin_optimized,average_precision,0.12149055462047946,0.11314996328720066,0.008340591333278823,11
BCL2,all_U,ipin_optimized,average_precision,0.19793989830283285,0.09905971521200337,0.09888018309082948,11
KEAP1,all_U,ipin_optimized,average_precision,0.18932167820073192,0.10846069236907897,0.08086098583165299,11
BRCA1,all_U,ipin_optimized,average_precision,0.1875890394689643,0.10973833397885743,0.07785070549010688,11
KRAS,all_U,ipin_optimized,average_precision,0.19583550791280116,0.10746056866633276,0.08837493924646843,11
CDK2,all_U,ipin_optimized,average_precision,0.19913419526479884,0.0788192537820573,0.12031494148274158,11
HIF1A,all_U,ipin_optimized,average_precision,0.16892785792715612,0.11074865762064147,0.05817920030651463,11
CTNNB1,all_U,ipin_optimized,average_precision,0.1987562934490919,0.11308853830579574,0.08566775514329619,11
TNFRSF1A,all_U,ipin_optimized,average_precision,0.1989929738900127,0.09768758703309356,0.10130538685691913,11
BECN1,all_U,ipin_optimized,average_precision,0.1726714815367005,0.09268576262452598,0.07998571891217451,11
ERN1,all_U,tuna_retrained,P_vs_U_concordance,0.8037710437710438,0.7855218855218855,0.018249158249158248,11
TP53,all_U,tuna_retrained,P_vs_U_concordance,0.796590909090909,0.7723190235690236,0.024271885521885524,11
EGFR,all_U,tuna_retrained,P_vs_U_concordance,0.786557239057239,0.7830260942760944,0.0035311447811447864,11
BCL2,all_U,tuna_retrained,P_vs_U_concordance,0.8143013468013468,0.7750126262626263,0.03928872053872055,11
KEAP1,all_U,tuna_retrained,P_vs_U_concordance,0.8099242424242423,0.8093560606060607,0.0005681818181818162,11
BRCA1,all_U,tuna_retrained,P_vs_U_concordance,0.7893855218855219,0.7643728956228956,0.02501262626262627,11
KRAS,all_U,tuna_retrained,P_vs_U_concordance,0.7948400673400673,0.7668644781144781,0.027975589225589226,11
CDK2,all_U,tuna_retrained,P_vs_U_concordance,0.8171296296296297,0.7659217171717173,0.05120791245791246,11
HIF1A,all_U,tuna_retrained,P_vs_U_concordance,0.8063552188552188,0.7810732323232323,0.02528198653198654,11
CTNNB1,all_U,tuna_retrained,P_vs_U_concordance,0.8134259259259259,0.7888846801346802,0.02454124579124579,11
TNFRSF1A,all_U,tuna_retrained,P_vs_U_concordance,0.8135606060606061,0.7974368686868687,0.016123737373737377,11
BECN1,all_U,tuna_retrained,P_vs_U_concordance,0.8048063973063972,0.7738678451178451,0.030938552188552192,11
ERN1,all_U,tuna_retrained,average_precision,0.17624165174445794,0.09192391960766848,0.08431773213678945,11
TP53,all_U,tuna_retrained,average_precision,0.19616163517391294,0.11274904186983808,0.08341259330407488,11
EGFR,all_U,tuna_retrained,average_precision,0.12149055462047946,0.11348727600777696,0.008003278612702502,11
BCL2,all_U,tuna_retrained,average_precision,0.19793989830283285,0.11256776301775745,0.08537213528507542,11
KEAP1,all_U,tuna_retrained,average_precision,0.18932167820073192,0.11502631471164483,0.07429536348908714,11
BRCA1,all_U,tuna_retrained,average_precision,0.1875890394689643,0.10333321557182785,0.08425582389713644,11
KRAS,all_U,tuna_retrained,average_precision,0.19583550791280116,0.11061620835265616,0.08521929956014503,11
CDK2,all_U,tuna_retrained,average_precision,0.19913419526479884,0.10890855039406043,0.09022564487073845,11
HIF1A,all_U,tuna_retrained,average_precision,0.16892785792715612,0.1109810436649486,0.05794681426220753,11
CTNNB1,all_U,tuna_retrained,average_precision,0.1987562934490919,0.11374569706274075,0.08501059638635117,11
TNFRSF1A,all_U,tuna_retrained,average_precision,0.1989929738900127,0.11007600676136259,0.0889169671286501,11
BECN1,all_U,tuna_retrained,average_precision,0.1726714815367005,0.06984645419727772,0.10282502733942277,11
