row_index,ipin_baseline_score,ipin_optimized_score
372,-2.663618008295695,-2.4053099552790322
373,-2.551280419031779,-2.4206131299336753
374,-2.1998911698659263,-3.47868275642395
375,-2.3842506408691406,-2.4813280502955117
376,-2.3421202500661216,-1.8127670685450237
377,-2.4532975355784097,-1.9360793431599934
378,-3.3512006600697837,-4.0295478502909345
379,-2.6750454107920327,-4.353415250778198
380,-2.744560877482096,-3.246035655339559
381,-1.5222866535186768,-0.6945661703745524
382,-2.1593695481618247,-1.4048893451690674
383,-0.6899181604385376,0.060836032032966614
384,-2.2295053005218506,-2.3313279151916504
385,-2.808231512705485,-3.264409859975179
386,-2.7650004227956138,-3.5503811041514077
387,-1.7214713891347249,-2.7437000274658203
388,-2.02260955174764,-2.39625350634257
389,-1.5033355951309204,-1.9885441064834595
390,-1.3668592770894368,-0.6755812962849935
391,-3.4777610301971436,-3.911491870880127
392,-2.1458962758382163,-3.6510981718699136
393,-2.4620072841644287,-3.3142267068227134
394,-1.7620320320129395,-3.136663834253947
395,-2.9096198081970215,-1.9779843091964722
396,-1.9382384618123372,-3.0142826239267984
397,-3.0289891560872397,-3.807985544204712
398,-2.5169148445129395,-2.496244192123413
399,-2.9860623677571616,-1.2498591740926106
400,-3.9611123402913413,-4.8141045570373535
401,-3.0335697333017984,-2.407737890879313
402,-3.1068915526072183,-2.7468056678771973
403,-2.8197480837504068,-3.763645966847738
404,-2.060058116912842,-1.4277615745862324
405,-1.8046123186747234,-0.8630164662996928
406,-1.1178932785987854,-1.751328428586324
407,-1.3393566211064656,-0.8352528611818949
408,-2.208198149998983,-1.4560106595357258
409,-1.6147239605585735,-1.5923518141110737
410,-2.1624821027119956,-1.433234969774882
411,-2.001712203025818,-0.2611410816510518
412,-1.5923023223876953,-0.7782028913497925
413,-1.615253488222758,-1.2206742366154988
414,-2.2463502089182534,-0.8678759535153707
415,-1.519407590230306,-1.227034608523051
416,-2.099899927775065,-0.6997334957122803
417,-1.9090783993403118,-1.9119940201441448
418,-1.22723384698232,-0.9691761334737142
419,-0.24211067457993826,-1.6534459988276164
420,-1.0032818118731182,0.1604717175165812
421,-1.0654156804084778,-0.31521384914716083
422,-2.3556693394978843,-3.1849709351857505
423,-3.3695622285207114,-2.7002029418945312
424,-0.8955480058987936,0.5549338137110075
