cohort,model,positive_subset,candidate_set,planned_targets,targets,omitted_targets,P,U,macro_P_vs_U_concordance,MAP,MRR,mean_first_positive_rank,total_recovered_P_at_5,target_success_count_at_5,macro_recall_at_5,macro_known_positive_precision_at_5,macro_EF_at_5,macro_NDCG_at_5,macro_target_success_at_5,total_recovered_P_at_10,target_success_count_at_10,macro_recall_at_10,macro_known_positive_precision_at_10,macro_EF_at_10,macro_NDCG_at_10,macro_target_success_at_10,total_recovered_P_at_20,target_success_count_at_20,macro_recall_at_20,macro_known_positive_precision_at_20,macro_EF_at_20,macro_NDCG_at_20,macro_target_success_at_20
strict_evidence_eleven,ipin_baseline,exclude_development_P,context_background,11,11,,33,3400,0.6687878787878788,0.05665219283229753,0.10086360827987621,40.54545454545455,3.0,3.0,0.09090909090909091,0.05454545454545456,5.509090909090909,0.058077641455679396,0.2727272727272727,3.0,3.0,0.09090909090909091,0.02727272727272728,2.7545454545454544,0.058077641455679396,0.2727272727272727,8.0,6.0,0.23484848484848483,0.03636363636363637,3.6727272727272724,0.10834172763607247,0.5454545454545454
strict_evidence_eleven,ipin_optimized,exclude_development_P,context_background,11,11,,33,3400,0.7155050505050505,0.11292716522047774,0.22383147825625702,33.09090909090909,3.0,3.0,0.09090909090909091,0.05454545454545456,5.509090909090909,0.09649477708677154,0.2727272727272727,6.0,4.0,0.18181818181818182,0.05454545454545456,5.509090909090909,0.13640024869833914,0.36363636363636365,12.0,8.0,0.356060606060606,0.05454545454545454,5.509090909090909,0.19992866903185255,0.7272727272727273
strict_evidence_eleven,tuna_retrained,exclude_development_P,context_background,11,11,,33,3400,0.737449494949495,0.12009478004317384,0.26580496408687154,27.636363636363637,4.0,3.0,0.11363636363636363,0.07272727272727274,7.345454545454545,0.11785504413879853,0.2727272727272727,7.0,6.0,0.20454545454545456,0.06363636363636363,6.427272727272728,0.1593521698941589,0.5454545454545454,8.0,7.0,0.23484848484848483,0.03636363636363637,3.6727272727272724,0.16939511489044048,0.6363636363636364
strict_evidence_eleven,tuna_original,exclude_development_P,context_background,11,11,,33,3400,0.7335984848484849,0.11857689719253718,0.2616992239435912,34.54545454545455,4.0,3.0,0.11363636363636363,0.07272727272727274,7.345454545454545,0.12157113450164327,0.2727272727272727,6.0,4.0,0.17424242424242423,0.05454545454545456,5.509090909090909,0.14736140076667786,0.36363636363636365,9.0,6.0,0.26515151515151514,0.0409090909090909,4.131818181818182,0.17955823716248503,0.5454545454545454
strict_evidence_eleven,ipin_baseline,exclude_development_P,all_U,11,11,,33,5100,0.7184385521885521,0.04797257687772749,0.0911721231034634,48.0,3.0,3.0,0.09090909090909091,0.05454545454545456,8.236363636363636,0.05512018540924024,0.2727272727272727,3.0,3.0,0.09090909090909091,0.02727272727272728,4.118181818181818,0.05512018540924024,0.2727272727272727,6.0,5.0,0.18181818181818182,0.02727272727272728,4.118181818181818,0.08510673886527255,0.45454545454545453
strict_evidence_eleven,ipin_optimized,exclude_development_P,all_U,11,11,,33,5100,0.7492550505050506,0.10798988064452676,0.2198514622386803,40.45454545454545,3.0,3.0,0.09090909090909091,0.05454545454545456,8.236363636363636,0.09649477708677154,0.2727272727272727,6.0,4.0,0.18181818181818182,0.05454545454545456,8.236363636363636,0.1346170409365741,0.36363636363636365,12.0,8.0,0.356060606060606,0.05454545454545454,8.236363636363636,0.1967533573935081,0.7272727272727273
strict_evidence_eleven,tuna_retrained,exclude_development_P,all_U,11,11,,33,5100,0.7721506734006734,0.11321104120997903,0.2549962831781014,37.0,4.0,3.0,0.11363636363636363,0.07272727272727274,10.981818181818182,0.1148975880923594,0.2727272727272727,7.0,6.0,0.20454545454545456,0.06363636363636363,9.60909090909091,0.15588425935432146,0.5454545454545454,7.0,6.0,0.20454545454545456,0.031818181818181815,4.804545454545455,0.15588425935432146,0.5454545454545454
strict_evidence_eleven,tuna_original,exclude_development_P,all_U,11,11,,33,5100,0.7750084175084175,0.11129076471454047,0.25642923859845906,40.36363636363637,4.0,3.0,0.11363636363636363,0.07272727272727274,10.981818181818182,0.12157113450164327,0.2727272727272727,6.0,4.0,0.17424242424242423,0.05454545454545456,8.236363636363636,0.14736140076667786,0.36363636363636365,7.0,5.0,0.20454545454545456,0.031818181818181815,4.804545454545455,0.15707420115411333,0.45454545454545453
strict_evidence_eleven,ipin_baseline,exclude_development_P_and_homomers,context,11,11,,32,1700,0.611010101010101,0.10254372488346299,0.18712480118133287,31.545454545454547,3.0,3.0,0.09090909090909091,0.05454545454545456,2.7818181818181817,0.08532340473141026,0.2727272727272727,6.0,5.0,0.1818181818181818,0.05454545454545454,2.781818181818182,0.12471842184957958,0.45454545454545453,10.0,7.0,0.30303030303030304,0.045454545454545456,2.3181818181818183,0.1682019050430705,0.6363636363636364
strict_evidence_eleven,ipin_optimized,exclude_development_P_and_homomers,context,11,11,,32,1700,0.6678282828282828,0.178673198108685,0.3367087457996549,30.363636363636363,6.0,4.0,0.18181818181818182,0.10909090909090911,5.5636363636363635,0.17936610087668384,0.36363636363636365,11.0,7.0,0.3333333333333333,0.1,5.1000000000000005,0.24680392645088495,0.6363636363636364,12.0,7.0,0.36363636363636365,0.05454545454545456,2.7818181818181817,0.25833274616292073,0.6363636363636364
