target,model,group,n,mean,sd,q25,median,q75,min,max
TNFRSF1A,ipin_optimized,P,3,-0.49694915612538654,1.6693670769279159,-1.3626417318979898,-0.6288055578867594,0.3028152187665303,-2.0964779059092202,1.23443599541982
TNFRSF1A,ipin_optimized,context,150,-1.8218468274838393,1.3058307376602445,-2.6658176084359484,-1.908499558766683,-0.7444275865952173,-5.585857550303142,0.9275709589322408
TNFRSF1A,ipin_optimized,background,150,-2.1132421236899166,1.2447694750289906,-2.8783538937568665,-2.1709833343823752,-1.3924116839965186,-5.2221347490946455,1.7485827803611755
TNFRSF1A,ipin_optimized,low_plausibility,150,-2.740122137400839,1.1786537643454678,-3.5081133643786115,-2.7966978152592974,-1.8897890895605087,-5.3900448481241865,0.6594984829425812
TNFRSF1A,tuna_retrained,P,3,-9.64255838923984,4.701126411404264,-12.08233658472697,-10.022473335266113,-7.392737666765848,-14.142199834187826,-4.763001998265584
TNFRSF1A,tuna_retrained,context,150,-9.781239828533595,2.6565898161217048,-12.172744035720825,-9.855374018351236,-7.504335880279541,-15.071592966715494,-4.139600515365601
TNFRSF1A,tuna_retrained,background,150,-10.648839212258657,2.84353460785949,-12.983478864034018,-11.30760113398234,-8.289148052533468,-15.489415168762207,-3.624146898587545
TNFRSF1A,tuna_retrained,low_plausibility,150,-12.61106422636244,1.7992966087385478,-14.003782987594604,-12.971807479858398,-11.29902426401774,-15.609551429748535,-8.335102876027426
TNFRSF1A,tuna_original,P,3,0.55238409837087,0.06541113633370747,0.5190240442752838,0.5496824383735657,0.584393322467804,0.48836565017700195,0.6191042065620422
TNFRSF1A,tuna_original,context,150,0.5277325106660525,0.1373229075816937,0.4276045560836792,0.5807888507843018,0.6306176781654358,0.1430678516626358,0.7221515774726868
TNFRSF1A,tuna_original,background,150,0.45973070258895554,0.15924965084793807,0.31395482271909714,0.45698946714401245,0.6182227432727814,0.11793238669633865,0.718996524810791
TNFRSF1A,tuna_original,low_plausibility,150,0.28475843926270805,0.09957869112523816,0.21283241733908653,0.272530198097229,0.3364355117082596,0.12318985164165497,0.6252517104148865
BECN1,ipin_baseline,P,3,-0.6897764106591543,1.2570075813066817,-1.1895311176776886,-0.27804674704869586,0.01584312816460931,-2.101015488306681,0.30973300337791443
BECN1,ipin_baseline,context,150,-1.6872729999663878,0.9517756148175683,-2.3899225791295367,-1.6272436777750652,-1.0252594103415809,-3.9158811569213867,1.1097305417060852
BECN1,ipin_baseline,background,150,-1.7525835433850685,0.9228628743943155,-2.4047429164250693,-1.7302117546399434,-1.0831071784098942,-4.456067085266113,0.3941410382588704
BECN1,ipin_baseline,low_plausibility,150,-2.258700529684623,0.9617080349867807,-2.9791006445884705,-2.2000755469004316,-1.5140978892644246,-4.599488735198975,0.1722079242269198
BECN1,ipin_optimized,P,3,-0.1069903108808729,1.781000953382933,-0.8271651268005369,0.4440583388010661,0.8887088298797607,-2.09838859240214,1.3333593209584553
BECN1,ipin_optimized,context,150,-1.8429505047698815,1.0990188761277542,-2.4299514691034956,-1.8694666624069214,-1.0160734007755914,-4.727140108744304,1.068427046140035
BECN1,ipin_optimized,background,150,-1.9031566694213287,1.1948499034256481,-2.7401304046312966,-1.8234090209007263,-1.1856759339571,-4.443346341451009,1.4910439252853394
BECN1,ipin_optimized,low_plausibility,150,-2.2272635971837578,1.0115341469498509,-2.882328907648722,-2.17365155617396,-1.580278938015302,-5.244978904724121,0.8012539347012838
BECN1,tuna_retrained,P,3,-5.980941361851163,3.583524399739914,-7.340276996294658,-4.638746500015259,-3.9505082964897156,-10.041807492574057,-3.2622700929641724
BECN1,tuna_retrained,context,150,-10.474991680781047,2.177288252143818,-12.19157099723816,-10.675822416941324,-9.002557635307312,-14.81494172414144,-3.741071621576945
BECN1,tuna_retrained,background,150,-10.060237281587387,2.5195544152140332,-12.265920797983805,-9.748963514963787,-8.074628829956055,-16.092410405476887,-4.6758246421813965
BECN1,tuna_retrained,low_plausibility,150,-10.543959665298463,1.8263107129930505,-11.894384940465292,-10.770978450775146,-9.40090012550354,-15.014697392781576,-5.059149424235026
BECN1,tuna_original,P,3,0.5820386012395223,0.25932228902807425,0.4996667802333832,0.7162140011787415,0.731498122215271,0.2831195592880249,0.7467822432518005
BECN1,tuna_original,context,150,0.3270995067556699,0.13575429479985046,0.22159745544195175,0.3103245943784714,0.4311319813132286,0.10136543214321136,0.6474743485450745
BECN1,tuna_original,background,150,0.38783619200189906,0.16918862562404463,0.23313437029719353,0.4073807895183563,0.5140716284513474,0.0930723324418068,0.7744109630584717
BECN1,tuna_original,low_plausibility,150,0.289946881433328,0.08367028543403457,0.23671812191605568,0.2902440130710602,0.33145491033792496,0.08740958571434021,0.6574177145957947
