cohort,model,positive_subset,U_stratum,targets,P,U,macro_P_vs_U_concordance,MAP,MRR,mean_first_positive_rank,total_recovered_P_at_5,target_success_count_at_5,macro_recall_at_5,macro_known_positive_precision_at_5,macro_EF_at_5,macro_NDCG_at_5,macro_target_success_at_5,total_recovered_P_at_10,target_success_count_at_10,macro_recall_at_10,macro_known_positive_precision_at_10,macro_EF_at_10,macro_NDCG_at_10,macro_target_success_at_10,total_recovered_P_at_20,target_success_count_at_20,macro_recall_at_20,macro_known_positive_precision_at_20,macro_EF_at_20,macro_NDCG_at_20,macro_target_success_at_20
additional_six,ipin_optimized,exclude_development_P_and_homomers,background,6,18,900,0.7859259259259259,0.20476954698084138,0.39008714596949884,8.833333333333334,4.0,4.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2071640567486399,0.6666666666666666,7.0,5.0,0.38888888888888884,0.11666666666666665,5.95,0.2832421206334672,0.8333333333333334,9.0,5.0,0.49999999999999994,0.075,3.8250000000000006,0.3235131725598691,0.8333333333333334
additional_six,tuna_retrained,exclude_development_P_and_homomers,background,6,18,900,0.7725925925925926,0.21738025210876954,0.3363095238095238,4.833333333333333,4.0,3.0,0.2222222222222222,0.13333333333333333,6.800000000000001,0.2003512244167579,0.5,7.0,6.0,0.38888888888888884,0.11666666666666665,5.95,0.2789558331595446,1.0,11.0,6.0,0.6111111111111112,0.09166666666666666,4.675,0.357192231163411,1.0
additional_six,ipin_baseline,exclude_prior_train_development_P,all_U,6,16,1800,0.6531481481481481,0.03681725641785021,0.06569550834256715,59.5,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.033684557750091264,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.033684557750091264,0.16666666666666666,2.0,2.0,0.1111111111111111,0.016666666666666666,1.6833333333333333,0.05149135846038963,0.3333333333333333
additional_six,ipin_optimized,exclude_prior_train_development_P,all_U,6,16,1800,0.7011111111111111,0.1189197644575895,0.27806267806267804,48.0,2.0,2.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.1275601061647703,0.3333333333333333,2.0,2.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.1275601061647703,0.3333333333333333,5.0,4.0,0.27777777777777773,0.041666666666666664,4.208333333333333,0.1882688318541259,0.6666666666666666
additional_six,tuna_retrained,exclude_prior_train_development_P,all_U,6,16,1800,0.6988888888888889,0.04835059618757013,0.08350299056820794,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.16666666666666666,0.05000000000000001,5.05,0.07607806388482731,0.5,3.0,3.0,0.16666666666666666,0.025000000000000005,2.525,0.07607806388482731,0.5
additional_six,ipin_baseline,exclude_prior_train_development_P,context,6,16,900,0.6129629629629629,0.05728670897163726,0.09670201413898893,33.166666666666664,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,2.0,2.0,0.1111111111111111,0.03333333333333333,1.7000000000000002,0.06171522274063767,0.3333333333333333,4.0,4.0,0.2222222222222222,0.03333333333333333,1.7000000000000002,0.09907530370188422,0.6666666666666666
additional_six,ipin_optimized,exclude_prior_train_development_P,context,6,16,900,0.6818518518518518,0.172546591011798,0.3835525533559241,25.166666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.15642624200758548,0.3333333333333333,5.0,4.0,0.27777777777777773,0.08333333333333333,4.250000000000001,0.2318442675031606,0.6666666666666666,6.0,4.0,0.3333333333333333,0.049999999999999996,2.5500000000000003,0.25298043697522615,0.6666666666666666
additional_six,tuna_retrained,exclude_prior_train_development_P,context,6,16,900,0.6837037037037037,0.08013685352474317,0.14110759057721448,17.5,3.0,3.0,0.16666666666666666,0.10000000000000002,5.1000000000000005,0.09762608092307463,0.5,3.0,3.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.09762608092307463,0.5,5.0,5.0,0.27777777777777773,0.041666666666666664,2.1250000000000004,0.1364018383553278,0.8333333333333334
additional_six,ipin_baseline,exclude_prior_train_development_P,background,6,16,900,0.6933333333333334,0.08095916616725952,0.13925132311054642,27.333333333333332,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.04934698516097754,0.16666666666666666,2.0,2.0,0.1111111111111111,0.03333333333333333,1.7000000000000002,0.0740204777414663,0.3333333333333333,4.0,4.0,0.2222222222222222,0.03333333333333333,1.7000000000000002,0.1158567520691744,0.6666666666666666
additional_six,ipin_optimized,exclude_prior_train_development_P,background,6,16,900,0.7203703703703703,0.15851179524205355,0.30856540683906414,23.833333333333332,3.0,3.0,0.16666666666666666,0.10000000000000002,5.1000000000000005,0.1578170715876624,0.5,5.0,4.0,0.27777777777777773,0.08333333333333333,4.250000000000001,0.2060350596447893,0.6666666666666666,7.0,4.0,0.38888888888888884,0.05833333333333333,2.975,0.2463061115711912,0.6666666666666666
additional_six,tuna_retrained,exclude_prior_train_development_P,background,6,16,900,0.7140740740740741,0.10631995400578849,0.17172619047619045,18.0,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.07279111825198763,0.3333333333333333,5.0,5.0,0.27777777777777773,0.08333333333333333,4.250000000000001,0.15139572699477435,0.8333333333333334,9.0,5.0,0.5000000000000001,0.075,3.8249999999999997,0.2296321249986407,0.8333333333333334
additional_six,ipin_baseline,exclude_prior_train_development_P_and_homomers,all_U,6,16,1800,0.6531481481481481,0.03681725641785021,0.06569550834256715,59.5,1.0,1.0,0.05555555555555555,0.03333333333333333,3.3666666666666667,0.033684557750091264,0.16666666666666666,1.0,1.0,0.05555555555555555,0.016666666666666666,1.6833333333333333,0.033684557750091264,0.16666666666666666,2.0,2.0,0.1111111111111111,0.016666666666666666,1.6833333333333333,0.05149135846038963,0.3333333333333333
additional_six,ipin_optimized,exclude_prior_train_development_P_and_homomers,all_U,6,16,1800,0.7011111111111111,0.1189197644575895,0.27806267806267804,48.0,2.0,2.0,0.1111111111111111,0.06666666666666667,6.733333333333333,0.1275601061647703,0.3333333333333333,2.0,2.0,0.1111111111111111,0.03333333333333333,3.3666666666666667,0.1275601061647703,0.3333333333333333,5.0,4.0,0.27777777777777773,0.041666666666666664,4.208333333333333,0.1882688318541259,0.6666666666666666
additional_six,tuna_retrained,exclude_prior_train_development_P_and_homomers,all_U,6,16,1800,0.6988888888888889,0.04835059618757013,0.08350299056820794,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.16666666666666666,0.05000000000000001,5.05,0.07607806388482731,0.5,3.0,3.0,0.16666666666666666,0.025000000000000005,2.525,0.07607806388482731,0.5
additional_six,ipin_baseline,exclude_prior_train_development_P_and_homomers,context,6,16,900,0.6129629629629629,0.05728670897163726,0.09670201413898893,33.166666666666664,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.03910656050189637,0.16666666666666666,2.0,2.0,0.1111111111111111,0.03333333333333333,1.7000000000000002,0.06171522274063767,0.3333333333333333,4.0,4.0,0.2222222222222222,0.03333333333333333,1.7000000000000002,0.09907530370188422,0.6666666666666666
additional_six,ipin_optimized,exclude_prior_train_development_P_and_homomers,context,6,16,900,0.6818518518518518,0.172546591011798,0.3835525533559241,25.166666666666668,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.15642624200758548,0.3333333333333333,5.0,4.0,0.27777777777777773,0.08333333333333333,4.250000000000001,0.2318442675031606,0.6666666666666666,6.0,4.0,0.3333333333333333,0.049999999999999996,2.5500000000000003,0.25298043697522615,0.6666666666666666
additional_six,tuna_retrained,exclude_prior_train_development_P_and_homomers,context,6,16,900,0.6837037037037037,0.08013685352474317,0.14110759057721448,17.5,3.0,3.0,0.16666666666666666,0.10000000000000002,5.1000000000000005,0.09762608092307463,0.5,3.0,3.0,0.16666666666666666,0.05000000000000001,2.5500000000000003,0.09762608092307463,0.5,5.0,5.0,0.27777777777777773,0.041666666666666664,2.1250000000000004,0.1364018383553278,0.8333333333333334
additional_six,ipin_baseline,exclude_prior_train_development_P_and_homomers,background,6,16,900,0.6933333333333334,0.08095916616725952,0.13925132311054642,27.333333333333332,1.0,1.0,0.05555555555555555,0.03333333333333333,1.7000000000000002,0.04934698516097754,0.16666666666666666,2.0,2.0,0.1111111111111111,0.03333333333333333,1.7000000000000002,0.0740204777414663,0.3333333333333333,4.0,4.0,0.2222222222222222,0.03333333333333333,1.7000000000000002,0.1158567520691744,0.6666666666666666
additional_six,ipin_optimized,exclude_prior_train_development_P_and_homomers,background,6,16,900,0.7203703703703703,0.15851179524205355,0.30856540683906414,23.833333333333332,3.0,3.0,0.16666666666666666,0.10000000000000002,5.1000000000000005,0.1578170715876624,0.5,5.0,4.0,0.27777777777777773,0.08333333333333333,4.250000000000001,0.2060350596447893,0.6666666666666666,7.0,4.0,0.38888888888888884,0.05833333333333333,2.975,0.2463061115711912,0.6666666666666666
additional_six,tuna_retrained,exclude_prior_train_development_P_and_homomers,background,6,16,900,0.7140740740740741,0.10631995400578849,0.17172619047619045,18.0,2.0,2.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.07279111825198763,0.3333333333333333,5.0,5.0,0.27777777777777773,0.08333333333333333,4.250000000000001,0.15139572699477435,0.8333333333333334,9.0,5.0,0.5000000000000001,0.075,3.8249999999999997,0.2296321249986407,0.8333333333333334
