cohort,panel_id,target_id,model,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
all,53300b61af608e2d4fa02129fcfa69b8c7fc5845c69bcc9395aaf49c906d0904,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.85,0.0625,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.24465054211822604,1.0
all,53300b61af608e2d4fa02129fcfa69b8c7fc5845c69bcc9395aaf49c906d0904,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,0b7a119abe9aa59d7f45c732621cc07597be8b34c293ebb7eab4685bb91745d7,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.3,0.014084507042253521,71,71,71.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,0b7a119abe9aa59d7f45c732621cc07597be8b34c293ebb7eab4685bb91745d7,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.3,0.014084507042253521,71,71,71.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,0b7a119abe9aa59d7f45c732621cc07597be8b34c293ebb7eab4685bb91745d7,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.8,0.047619047619047616,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,0b7a119abe9aa59d7f45c732621cc07597be8b34c293ebb7eab4685bb91745d7,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.4,0.01639344262295082,61,61,61.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.94,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3333333333333333,1.0,1.0,1.0,0.05,5.05,0.3333333333333333,1.0
all,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,68,69,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,13.8,1.0,1.0,1.0,1.0,0.1,6.9,1.0,1.0,1.0,1.0,0.05,3.45,1.0,1.0
no_exact_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,68,69,0.9411764705882353,0.2,5,5,5.0,0.2,1.0,1.0,0.2,13.8,0.38685280723454163,1.0,1.0,1.0,0.1,6.9,0.38685280723454163,1.0,1.0,1.0,0.05,3.45,0.38685280723454163,1.0
no_exact_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,68,69,0.7794117647058824,0.0625,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.45,0.24465054211822604,1.0
no_exact_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,68,69,0.8529411764705882,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.45,0.27894294565112987,1.0
no_exact_any_model_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,28,29,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,5.800000000000001,1.0,1.0,1.0,1.0,0.1,2.9000000000000004,1.0,1.0,1.0,1.0,0.05,1.4500000000000002,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,28,29,0.9642857142857143,0.5,2,2,2.0,0.5,1.0,1.0,0.2,5.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,2.9000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.4500000000000002,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,28,29,0.7857142857142857,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,2.9000000000000004,0.3333333333333333,1.0,1.0,1.0,0.05,1.4500000000000002,0.3333333333333333,1.0
no_exact_any_model_TRAIN_DEV_endpoint,3c87fcc9d3328f0f7f3fba6e5ca3cba5c428673ff778f64af505599eebf024e2,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,28,29,0.7857142857142857,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,2.9000000000000004,0.3333333333333333,1.0,1.0,1.0,0.05,1.4500000000000002,0.3333333333333333,1.0
all,2bdcab491eabc7a06afbf222242e65febc5ef47db1ea197e79e4abb6db20bd64,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.85,0.0625,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.24465054211822604,1.0
all,2bdcab491eabc7a06afbf222242e65febc5ef47db1ea197e79e4abb6db20bd64,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,2bdcab491eabc7a06afbf222242e65febc5ef47db1ea197e79e4abb6db20bd64,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.55,0.021739130434782608,46,46,46.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,2bdcab491eabc7a06afbf222242e65febc5ef47db1ea197e79e4abb6db20bd64,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.54,0.02127659574468085,47,47,47.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,043a53ab29fc026a61aea2aaff1a74b33304f1edde7eb7bf4eca16ce8bb149c3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.66,0.02857142857142857,35,35,35.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,043a53ab29fc026a61aea2aaff1a74b33304f1edde7eb7bf4eca16ce8bb149c3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.94,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3333333333333333,1.0,1.0,1.0,0.05,5.05,0.3333333333333333,1.0
all,043a53ab29fc026a61aea2aaff1a74b33304f1edde7eb7bf4eca16ce8bb149c3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.12,0.011235955056179775,89,89,89.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,043a53ab29fc026a61aea2aaff1a74b33304f1edde7eb7bf4eca16ce8bb149c3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,7a60c7640efac57c136e8728e1898082a42d91d812005df7d974bb358043d1f3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.61,0.025,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,7a60c7640efac57c136e8728e1898082a42d91d812005df7d974bb358043d1f3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
all,7a60c7640efac57c136e8728e1898082a42d91d812005df7d974bb358043d1f3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,7a60c7640efac57c136e8728e1898082a42d91d812005df7d974bb358043d1f3,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.53,0.020833333333333332,48,48,48.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,a5ad28963a4cbf4df1b52000bb99fbd4d7d7722bbaab920a95992591dd3247a6,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.1,0.01098901098901099,91,91,91.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,a5ad28963a4cbf4df1b52000bb99fbd4d7d7722bbaab920a95992591dd3247a6,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.61,0.025,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,a5ad28963a4cbf4df1b52000bb99fbd4d7d7722bbaab920a95992591dd3247a6,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,a5ad28963a4cbf4df1b52000bb99fbd4d7d7722bbaab920a95992591dd3247a6,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
all,0e641f9e5b710b9a1351d071d04dab4aabf3c824f40ddbb00bc00375f7f9f7f5,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.84,0.058823529411764705,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23981246656813146,1.0
all,0e641f9e5b710b9a1351d071d04dab4aabf3c824f40ddbb00bc00375f7f9f7f5,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.6,0.024390243902439025,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,0e641f9e5b710b9a1351d071d04dab4aabf3c824f40ddbb00bc00375f7f9f7f5,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.4,0.01639344262295082,61,61,61.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,0e641f9e5b710b9a1351d071d04dab4aabf3c824f40ddbb00bc00375f7f9f7f5,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.66,0.02857142857142857,35,35,35.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,70a51dbfc0d622c2051ff38c3abbaecd5c41f1d3ebd48194250b47bc484d372e,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.4,0.01639344262295082,61,61,61.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,70a51dbfc0d622c2051ff38c3abbaecd5c41f1d3ebd48194250b47bc484d372e,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,70a51dbfc0d622c2051ff38c3abbaecd5c41f1d3ebd48194250b47bc484d372e,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,70a51dbfc0d622c2051ff38c3abbaecd5c41f1d3ebd48194250b47bc484d372e,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.41,0.016666666666666666,60,60,60.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.18,0.012048192771084338,83,83,83.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.48,0.018867924528301886,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.65,0.027777777777777776,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,64,65,0.4375,0.02702702702702703,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,64,65,0.21875,0.0196078431372549,51,51,51.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,64,65,0.453125,0.027777777777777776,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,64,65,0.703125,0.05,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.25,0.227670248696953,1.0
no_exact_any_model_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,42,43,0.38095238095238093,0.037037037037037035,27,27,27.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,42,43,0.21428571428571427,0.029411764705882353,34,34,34.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,42,43,0.4523809523809524,0.041666666666666664,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,bb3998165edfc60910eec488237d64c30fd49fb5e782b2f8f496f27185b5c06b,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,42,43,0.6190476190476191,0.058823529411764705,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.1500000000000004,0.23981246656813146,1.0
all,61d8e19223abc9ebf5b330b99042423c2c091aef9d42c49171e136da9cfd9089,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.68,0.030303030303030304,33,33,33.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,61d8e19223abc9ebf5b330b99042423c2c091aef9d42c49171e136da9cfd9089,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.49,0.019230769230769232,52,52,52.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,61d8e19223abc9ebf5b330b99042423c2c091aef9d42c49171e136da9cfd9089,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.91,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.2890648263178879,1.0,1.0,1.0,0.05,5.05,0.2890648263178879,1.0
all,61d8e19223abc9ebf5b330b99042423c2c091aef9d42c49171e136da9cfd9089,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,8634b31ade1e452fb1cb93efb64e421a22f8d57d4b23d13976da8f12b56cc7cb,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.67,0.029411764705882353,34,34,34.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,8634b31ade1e452fb1cb93efb64e421a22f8d57d4b23d13976da8f12b56cc7cb,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,8634b31ade1e452fb1cb93efb64e421a22f8d57d4b23d13976da8f12b56cc7cb,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.95,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3562071871080222,1.0,1.0,1.0,0.05,5.05,0.3562071871080222,1.0
all,8634b31ade1e452fb1cb93efb64e421a22f8d57d4b23d13976da8f12b56cc7cb,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_tuna_31k,1,100,101,0.91,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.2890648263178879,1.0,1.0,1.0,0.05,5.05,0.2890648263178879,1.0
all,93822b1e809332880da8feb5dab2c55a13af8c95f46cd6d32e25d49e163992b5,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_baseline,1,100,101,0.32,0.014492753623188406,69,69,69.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,93822b1e809332880da8feb5dab2c55a13af8c95f46cd6d32e25d49e163992b5,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,ipin_optimized,1,100,101,0.44,0.017543859649122806,57,57,57.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,93822b1e809332880da8feb5dab2c55a13af8c95f46cd6d32e25d49e163992b5,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b,tuna_retrained,1,100,101,0.42,0.01694915254237288,59,59,59.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
