cohort,panel_id,target_id,model,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
all,3c24fb9fc9013146d5db23d9b6cc59f53fe8b450179bd116f40b173ac97eaa6b,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,tuna_retrained,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,3c24fb9fc9013146d5db23d9b6cc59f53fe8b450179bd116f40b173ac97eaa6b,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_tuna_31k,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_baseline,1,100,101,0.73,0.03571428571428571,28,28,28.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_optimized,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,tuna_retrained,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_tuna_31k,1,100,101,0.93,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.31546487678572877,1.0,1.0,1.0,0.05,5.05,0.31546487678572877,1.0
no_exact_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_baseline,1,59,60,0.7796610169491526,0.07142857142857142,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.0,0.2559580248098155,1.0
no_exact_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_optimized,1,59,60,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,12.0,1.0,1.0,1.0,1.0,0.1,6.0,1.0,1.0,1.0,1.0,0.05,3.0,1.0,1.0
no_exact_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,tuna_retrained,1,59,60,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,12.0,1.0,1.0,1.0,1.0,0.1,6.0,1.0,1.0,1.0,1.0,0.05,3.0,1.0,1.0
no_exact_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_tuna_31k,1,59,60,0.9491525423728814,0.25,4,4,4.0,0.25,1.0,1.0,0.2,12.0,0.43067655807339306,1.0,1.0,1.0,0.1,6.0,0.43067655807339306,1.0,1.0,1.0,0.05,3.0,0.43067655807339306,1.0
no_exact_any_model_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_baseline,1,23,24,0.7391304347826086,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,2.4000000000000004,0.3333333333333333,1.0,1.0,1.0,0.05,1.2000000000000002,0.3333333333333333,1.0
no_exact_any_model_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_optimized,1,23,24,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.800000000000001,1.0,1.0,1.0,1.0,0.1,2.4000000000000004,1.0,1.0,1.0,1.0,0.05,1.2000000000000002,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,tuna_retrained,1,23,24,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.800000000000001,1.0,1.0,1.0,1.0,0.1,2.4000000000000004,1.0,1.0,1.0,1.0,0.05,1.2000000000000002,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,c596bbfcaabbba442bbf329520f1589e82aa41adb25e85fa8569fd80deae67cf,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_tuna_31k,1,23,24,0.9565217391304348,0.5,2,2,2.0,0.5,1.0,1.0,0.2,4.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,2.4000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.2000000000000002,0.6309297535714575,1.0
all,af339ba737e1ef6b7bc8d09be8ebb70e2f68bc64c715d3a8e14bddab26992dd4,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_baseline,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,af339ba737e1ef6b7bc8d09be8ebb70e2f68bc64c715d3a8e14bddab26992dd4,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_optimized,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
all,af339ba737e1ef6b7bc8d09be8ebb70e2f68bc64c715d3a8e14bddab26992dd4,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,tuna_retrained,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,af339ba737e1ef6b7bc8d09be8ebb70e2f68bc64c715d3a8e14bddab26992dd4,40b8b8cc54daed480c37effde5b473cdeb98704b489d3d3130a8303b2e10193e,ipin_tuna_31k,1,100,101,0.92,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3010299956639812,1.0,1.0,1.0,0.05,5.05,0.3010299956639812,1.0
all,ecee8a7c02583bc3a694c48284e2a176203ab27c2478b0ce3d14b0194e541c75,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_baseline,1,100,101,0.79,0.045454545454545456,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,ecee8a7c02583bc3a694c48284e2a176203ab27c2478b0ce3d14b0194e541c75,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_optimized,1,100,101,0.93,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.31546487678572877,1.0,1.0,1.0,0.05,5.05,0.31546487678572877,1.0
all,ecee8a7c02583bc3a694c48284e2a176203ab27c2478b0ce3d14b0194e541c75,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,tuna_retrained,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,ecee8a7c02583bc3a694c48284e2a176203ab27c2478b0ce3d14b0194e541c75,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_tuna_31k,1,100,101,0.87,0.07142857142857142,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.2559580248098155,1.0
all,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_baseline,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_optimized,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,tuna_retrained,1,100,101,0.45,0.017857142857142856,56,56,56.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_tuna_31k,1,100,101,0.6,0.024390243902439025,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_baseline,1,74,75,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,15.0,1.0,1.0,1.0,1.0,0.1,7.5,1.0,1.0,1.0,1.0,0.05,3.75,1.0,1.0
no_exact_TRAIN_DEV_endpoint,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_optimized,1,74,75,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,15.0,1.0,1.0,1.0,1.0,0.1,7.5,1.0,1.0,1.0,1.0,0.05,3.75,1.0,1.0
no_exact_TRAIN_DEV_endpoint,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,tuna_retrained,1,74,75,0.4189189189189189,0.022727272727272728,44,44,44.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,351443c1aaa13f0956c87526a09c30874ceb2929d984c3a1777678af5ec8d2d4,40c254984d0421d8fab3fbd08612d9e161b65820f55035bd4b312d097bf6faf9,ipin_tuna_31k,1,74,75,0.6216216216216216,0.034482758620689655,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_baseline,1,100,101,0.72,0.034482758620689655,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_optimized,1,100,101,0.79,0.045454545454545456,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,tuna_retrained,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_tuna_31k,1,100,101,0.4,0.01639344262295082,61,61,61.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_baseline,1,78,79,0.7564102564102564,0.05,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.95,0.227670248696953,1.0
no_exact_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_optimized,1,78,79,0.8333333333333334,0.07142857142857142,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.95,0.2559580248098155,1.0
no_exact_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,tuna_retrained,1,78,79,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,15.8,1.0,1.0,1.0,1.0,0.1,7.9,1.0,1.0,1.0,1.0,0.05,3.95,1.0,1.0
no_exact_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_tuna_31k,1,78,79,0.4230769230769231,0.021739130434782608,46,46,46.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_baseline,1,60,61,0.7666666666666667,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.05,0.25,1.0
no_exact_any_model_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_optimized,1,60,61,0.8166666666666667,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,3.05,0.27023815442731974,1.0
no_exact_any_model_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,tuna_retrained,1,60,61,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,12.2,1.0,1.0,1.0,1.0,0.1,6.1,1.0,1.0,1.0,1.0,0.05,3.05,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,e8f3745ea15dbf37e6ed3b322ac402ed95612b7fbeac141be7e90a443fc12191,4169b2aa87ea8d031607f8f57750f52c63728313e88d6cc99ef4d4e44dcc0d0d,ipin_tuna_31k,1,60,61,0.4166666666666667,0.027777777777777776,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,ipin_baseline,1,100,101,0.06,0.010526315789473684,95,95,95.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,ipin_optimized,1,100,101,0.26,0.013333333333333334,75,75,75.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,tuna_retrained,1,100,101,0.88,0.07692307692307693,13,13,13.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.26264953503719357,1.0
all,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,ipin_tuna_31k,1,100,101,0.86,0.06666666666666667,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.25,1.0
no_exact_TRAIN_DEV_endpoint,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,ipin_baseline,1,55,56,0.05454545454545454,0.018867924528301886,53,53,53.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,ipin_optimized,1,55,56,0.32727272727272727,0.02631578947368421,38,38,38.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,tuna_retrained,1,55,56,0.9636363636363636,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.200000000000001,0.5,1.0,1.0,1.0,0.1,5.6000000000000005,0.5,1.0,1.0,1.0,0.05,2.8000000000000003,0.5,1.0
no_exact_TRAIN_DEV_endpoint,9fa50044bab9a771f42553c66a81334fdea2019041fb2bfc4d2dd231bb57b650,416edadd4c7cf685192ae2288df524a16bdbe1f95618bf4132fe961230bad5fe,ipin_tuna_31k,1,55,56,0.9272727272727272,0.2,5,5,5.0,0.2,1.0,1.0,0.2,11.200000000000001,0.38685280723454163,1.0,1.0,1.0,0.1,5.6000000000000005,0.38685280723454163,1.0,1.0,1.0,0.05,2.8000000000000003,0.38685280723454163,1.0
all,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_baseline,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_optimized,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,tuna_retrained,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_tuna_31k,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_baseline,1,48,49,0.9791666666666666,0.5,2,2,2.0,0.5,1.0,1.0,0.2,9.8,0.6309297535714575,1.0,1.0,1.0,0.1,4.9,0.6309297535714575,1.0,1.0,1.0,0.05,2.45,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_optimized,1,48,49,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,9.8,1.0,1.0,1.0,1.0,0.1,4.9,1.0,1.0,1.0,1.0,0.05,2.45,1.0,1.0
no_exact_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,tuna_retrained,1,48,49,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,9.8,1.0,1.0,1.0,1.0,0.1,4.9,1.0,1.0,1.0,1.0,0.05,2.45,1.0,1.0
no_exact_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_tuna_31k,1,48,49,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,9.8,1.0,1.0,1.0,1.0,0.1,4.9,1.0,1.0,1.0,1.0,0.05,2.45,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_baseline,1,23,24,0.9565217391304348,0.5,2,2,2.0,0.5,1.0,1.0,0.2,4.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,2.4000000000000004,0.6309297535714575,1.0,1.0,1.0,0.05,1.2000000000000002,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_optimized,1,23,24,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.800000000000001,1.0,1.0,1.0,1.0,0.1,2.4000000000000004,1.0,1.0,1.0,1.0,0.05,1.2000000000000002,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,tuna_retrained,1,23,24,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.800000000000001,1.0,1.0,1.0,1.0,0.1,2.4000000000000004,1.0,1.0,1.0,1.0,0.05,1.2000000000000002,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,bedc2d63c84c8619c820af36d0c2cf99e28b0e604b2fb6ad9619cd8d7d49fc95,41baf7e3a4e7d54f2d86ddc0f38325550029ac6e604fc451206405172e62fd27,ipin_tuna_31k,1,23,24,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.800000000000001,1.0,1.0,1.0,1.0,0.1,2.4000000000000004,1.0,1.0,1.0,1.0,0.05,1.2000000000000002,1.0,1.0
all,c625127efb0ada1d21d54363700908d87168de22eac7ce3ce750193134c9f543,41c05852e291b067253633a3e4d6eda45c11e8288e5965b87e2ea25e30d413fb,ipin_baseline,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
