dataset,subgroup,model,K,primary_selected,queries,components,EF,EF_low,EF_high,Hits,Hits_low,Hits_high,Recall,Recall_low,Recall_high,Known_positive_rate,Known_positive_rate_low,Known_positive_rate_high,Any_hit,Any_hit_low,Any_hit_high,total_oriented_query_hits,micro_recall_oriented,median_hits
C2_test,all,combo_55_45,30,False,3930,2436,4.907439804501374,4.659238031401949,5.172713967476516,3.2346055979643764,2.8728019018196718,3.722672977151088,0.5309551797118407,0.5182395623313815,0.5441981261916813,0.107820186598815,0.09576006339398974,0.12408909923837126,0.783206106870229,0.7696050526057552,0.7978463529583935,12712.0,0.4727056373642719,1.0
C2_test,all,historical_ef_selected,10,False,3930,2436,7.635771798216434,7.0425982035294075,8.303352010189721,1.4575063613231551,1.3090015865197233,1.6594463622865627,0.2689515518752624,0.25579482675260423,0.2833008159276067,0.14575063613231795,0.13090015865197374,0.16594463622865854,0.5743002544529262,0.5538088636536216,0.5985501065764276,5728.0,0.21300014874312062,1.0
C2_test,all,historical_ef_selected,20,False,3930,2436,5.376708959964748,5.072109027298189,5.730533001412467,2.292875318066158,2.0274755747547446,2.658656781388522,0.38520681205312135,0.37250124832726744,0.39826652666089357,0.11464376590330999,0.10137377873773858,0.13293283906942724,0.6760814249363868,0.6601650934645079,0.6946247850330919,9011.0,0.3350810650007437,1.0
C2_test,all,historical_ef_selected,30,False,3930,2436,4.328463353255613,4.103620335513031,4.586454921496459,2.8900763358778625,2.5487047398807676,3.3538670919662694,0.46871443496141774,0.4553937406422608,0.4818913095629912,0.09633587786259715,0.08495682466269282,0.11179556973221079,0.7409669211195928,0.7265465949452493,0.7570798559727497,11358.0,0.4223560910307898,1.0
C2_test,all,query_balanced,10,True,3930,2436,6.417830966211209,5.907588637589627,7.007746063606916,1.1857506361323156,1.0445805755139057,1.3892814060266643,0.22860885642761775,0.21621586398968287,0.24232533292328623,0.11857506361323296,0.10445805755139138,0.13892814060266745,0.5272264631043257,0.5043011450655112,0.5522920919252453,4660.0,0.1732857355347315,1.0
C2_test,all,query_balanced,20,True,3930,2436,4.72627525584171,4.419769594360905,5.061714970472757,1.9440203562340967,1.6925615440584423,2.30538601283819,0.3437799815003301,0.33079684858489855,0.3586590422758091,0.0972010178117069,0.08462807720292306,0.11526930064191077,0.6475826972010178,0.6293279554263566,0.6678120293296052,7640.0,0.2840993604045813,1.0
C2_test,all,query_balanced,30,True,3930,2436,3.8705871034404034,3.6709127231915875,4.092649972375102,2.4938931297709925,2.17624201462692,2.933679119907296,0.42699521570430143,0.41401337306612235,0.4404306721452691,0.08312977099236708,0.07254140048756398,0.09778930399691106,0.7198473282442748,0.7043533739884419,0.7366988030590703,9801.0,0.3644578313253012,1.0
C2_test,all,shortlist_weighted,10,False,3930,2436,6.417830966211209,5.907588637589627,7.007746063606916,1.1857506361323156,1.0445805755139057,1.3892814060266643,0.22860885642761775,0.21621586398968287,0.24232533292328623,0.11857506361323296,0.10445805755139138,0.13892814060266745,0.5272264631043257,0.5043011450655112,0.5522920919252453,4660.0,0.1732857355347315,1.0
C2_test,all,shortlist_weighted,20,False,3930,2436,4.72627525584171,4.419769594360905,5.061714970472757,1.9440203562340967,1.6925615440584423,2.30538601283819,0.3437799815003301,0.33079684858489855,0.3586590422758091,0.0972010178117069,0.08462807720292306,0.11526930064191077,0.6475826972010178,0.6293279554263566,0.6678120293296052,7640.0,0.2840993604045813,1.0
C2_test,all,shortlist_weighted,30,False,3930,2436,3.8705871034404034,3.6709127231915875,4.092649972375102,2.4938931297709925,2.17624201462692,2.933679119907296,0.42699521570430143,0.41401337306612235,0.4404306721452691,0.08312977099236708,0.07254140048756398,0.09778930399691106,0.7198473282442748,0.7043533739884419,0.7366988030590703,9801.0,0.3644578313253012,1.0
