species,target_id,subset,candidate_set,P,U,evaluable
ecoli,ecoli:P0A8I5,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P0A7L8,all,background,4,100,True
ecoli,ecoli:P0A7L8,all,matched,4,100,True
ecoli,ecoli:P0A7L8,all,all_U,4,200,True
ecoli,ecoli:P0A7L8,no_exact_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P0A7L8,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P0A7L8,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P0A7L8,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P0A7L8,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P0A7L8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P0A8A8,all,background,4,100,True
ecoli,ecoli:P0A8A8,all,matched,4,100,True
ecoli,ecoli:P0A8A8,all,all_U,4,200,True
ecoli,ecoli:P0A8A8,no_exact_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P0A8A8,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P0A8A8,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P0A8A8,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P0A8A8,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P0A8A8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P0AAF6,all,background,6,100,True
ecoli,ecoli:P0AAF6,all,matched,6,100,True
ecoli,ecoli:P0AAF6,all,all_U,6,200,True
ecoli,ecoli:P0AAF6,no_exact_TRAIN_DEV_endpoint,background,6,100,True
ecoli,ecoli:P0AAF6,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
ecoli,ecoli:P0AAF6,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
ecoli,ecoli:P0AAF6,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
ecoli,ecoli:P0AAF6,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
ecoli,ecoli:P0AAF6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
ecoli,ecoli:P08142,all,background,2,100,True
ecoli,ecoli:P08142,all,matched,2,100,True
ecoli,ecoli:P08142,all,all_U,2,200,True
ecoli,ecoli:P08142,no_exact_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P08142,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P08142,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P08142,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P08142,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P08142,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P0A7B1,all,background,6,100,True
ecoli,ecoli:P0A7B1,all,matched,6,100,True
ecoli,ecoli:P0A7B1,all,all_U,6,200,True
ecoli,ecoli:P0A7B1,no_exact_TRAIN_DEV_endpoint,background,6,100,True
ecoli,ecoli:P0A7B1,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
ecoli,ecoli:P0A7B1,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
ecoli,ecoli:P0A7B1,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
ecoli,ecoli:P0A7B1,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
ecoli,ecoli:P0A7B1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
ecoli,ecoli:P07649,all,background,5,100,True
ecoli,ecoli:P07649,all,matched,5,100,True
ecoli,ecoli:P07649,all,all_U,5,200,True
ecoli,ecoli:P07649,no_exact_TRAIN_DEV_endpoint,background,5,100,True
ecoli,ecoli:P07649,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
ecoli,ecoli:P07649,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
ecoli,ecoli:P07649,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
ecoli,ecoli:P07649,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
ecoli,ecoli:P07649,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
ecoli,ecoli:P33358,all,background,3,100,True
ecoli,ecoli:P33358,all,matched,3,100,True
ecoli,ecoli:P33358,all,all_U,3,200,True
ecoli,ecoli:P33358,no_exact_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P33358,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P33358,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P33358,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P33358,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P33358,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P46144,all,background,5,100,True
ecoli,ecoli:P46144,all,matched,5,100,True
ecoli,ecoli:P46144,all,all_U,5,200,True
ecoli,ecoli:P46144,no_exact_TRAIN_DEV_endpoint,background,5,100,True
ecoli,ecoli:P46144,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
ecoli,ecoli:P46144,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
ecoli,ecoli:P46144,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
ecoli,ecoli:P46144,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
ecoli,ecoli:P46144,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
ecoli,ecoli:P30138,all,background,3,100,True
ecoli,ecoli:P30138,all,matched,3,100,True
ecoli,ecoli:P30138,all,all_U,3,200,True
ecoli,ecoli:P30138,no_exact_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P30138,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P30138,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P30138,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P30138,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P30138,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P28903,all,background,3,100,True
ecoli,ecoli:P28903,all,matched,3,100,True
ecoli,ecoli:P28903,all,all_U,3,200,True
ecoli,ecoli:P28903,no_exact_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P28903,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P28903,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P28903,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P28903,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P28903,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P33225,all,background,2,100,True
ecoli,ecoli:P33225,all,matched,2,100,True
ecoli,ecoli:P33225,all,all_U,2,200,True
ecoli,ecoli:P33225,no_exact_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P33225,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P33225,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P33225,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P33225,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P33225,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P41443,all,background,3,100,True
ecoli,ecoli:P41443,all,matched,3,100,True
ecoli,ecoli:P41443,all,all_U,3,200,True
ecoli,ecoli:P41443,no_exact_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P41443,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P41443,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P41443,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P41443,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P41443,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P0AD68,all,background,7,100,True
ecoli,ecoli:P0AD68,all,matched,7,100,True
ecoli,ecoli:P0AD68,all,all_U,7,200,True
ecoli,ecoli:P0AD68,no_exact_TRAIN_DEV_endpoint,background,7,100,True
ecoli,ecoli:P0AD68,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
ecoli,ecoli:P0AD68,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
ecoli,ecoli:P0AD68,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
ecoli,ecoli:P0AD68,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
ecoli,ecoli:P0AD68,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
ecoli,ecoli:P0A850,all,background,3,100,True
ecoli,ecoli:P0A850,all,matched,3,100,True
ecoli,ecoli:P0A850,all,all_U,3,200,True
ecoli,ecoli:P0A850,no_exact_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P0A850,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P0A850,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P0A850,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P0A850,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P0A850,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P77493,all,background,2,100,True
ecoli,ecoli:P77493,all,matched,2,100,True
ecoli,ecoli:P77493,all,all_U,2,200,True
ecoli,ecoli:P77493,no_exact_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P77493,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P77493,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P77493,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P77493,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P77493,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P0AAY6,all,background,7,100,True
ecoli,ecoli:P0AAY6,all,matched,7,100,True
ecoli,ecoli:P0AAY6,all,all_U,7,200,True
ecoli,ecoli:P0AAY6,no_exact_TRAIN_DEV_endpoint,background,7,100,True
ecoli,ecoli:P0AAY6,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
ecoli,ecoli:P0AAY6,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
ecoli,ecoli:P0AAY6,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
ecoli,ecoli:P0AAY6,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
ecoli,ecoli:P0AAY6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
ecoli,ecoli:P00895,all,background,4,100,True
ecoli,ecoli:P00895,all,matched,4,100,True
ecoli,ecoli:P00895,all,all_U,4,200,True
ecoli,ecoli:P00895,no_exact_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P00895,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P00895,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P00895,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P00895,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P00895,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P77378,all,background,4,100,True
ecoli,ecoli:P77378,all,matched,4,100,True
ecoli,ecoli:P77378,all,all_U,4,200,True
ecoli,ecoli:P77378,no_exact_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P77378,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P77378,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P77378,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
ecoli,ecoli:P77378,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
ecoli,ecoli:P77378,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
ecoli,ecoli:P25522,all,background,3,100,True
ecoli,ecoli:P25522,all,matched,3,100,True
ecoli,ecoli:P25522,all,all_U,3,200,True
ecoli,ecoli:P25522,no_exact_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P25522,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P25522,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P25522,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P25522,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P25522,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P0ABA6,all,background,6,100,True
ecoli,ecoli:P0ABA6,all,matched,6,100,True
ecoli,ecoli:P0ABA6,all,all_U,6,200,True
ecoli,ecoli:P0ABA6,no_exact_TRAIN_DEV_endpoint,background,6,100,True
ecoli,ecoli:P0ABA6,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
ecoli,ecoli:P0ABA6,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
ecoli,ecoli:P0ABA6,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
ecoli,ecoli:P0ABA6,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
ecoli,ecoli:P0ABA6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
ecoli,ecoli:P69910,all,background,2,100,True
ecoli,ecoli:P69910,all,matched,2,100,True
ecoli,ecoli:P69910,all,all_U,2,200,True
ecoli,ecoli:P69910,no_exact_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P69910,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P69910,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P69910,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
ecoli,ecoli:P69910,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
ecoli,ecoli:P69910,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
ecoli,ecoli:P0A7Q1,all,background,3,100,True
ecoli,ecoli:P0A7Q1,all,matched,3,100,True
ecoli,ecoli:P0A7Q1,all,all_U,3,200,True
ecoli,ecoli:P0A7Q1,no_exact_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P0A7Q1,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P0A7Q1,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
ecoli,ecoli:P0A7Q1,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
ecoli,ecoli:P0A7Q1,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
ecoli,ecoli:P0A7Q1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
