species,target_id,subset,candidate_set,P,U,evaluable
worm,worm:O17586,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
worm,worm:O17586,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
worm,worm:O17586,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
worm,worm:O17586,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
worm,worm:O17586,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
worm,worm:G5ED85,all,background,3,100,True
worm,worm:G5ED85,all,matched,3,100,True
worm,worm:G5ED85,all,all_U,3,200,True
worm,worm:G5ED85,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:G5ED85,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:G5ED85,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:G5ED85,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:G5ED85,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:G5ED85,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:G5EFY5,all,background,3,100,True
worm,worm:G5EFY5,all,matched,3,100,True
worm,worm:G5EFY5,all,all_U,3,200,True
worm,worm:G5EFY5,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:G5EFY5,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:G5EFY5,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:G5EFY5,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:G5EFY5,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:G5EFY5,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:P34682,all,background,2,100,True
worm,worm:P34682,all,matched,2,100,True
worm,worm:P34682,all,all_U,2,200,True
worm,worm:P34682,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P34682,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P34682,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P34682,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P34682,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P34682,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q7JMA9,all,background,3,100,True
worm,worm:Q7JMA9,all,matched,3,100,True
worm,worm:Q7JMA9,all,all_U,3,200,True
worm,worm:Q7JMA9,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q7JMA9,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q7JMA9,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q7JMA9,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q7JMA9,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q7JMA9,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:O44732,all,background,2,100,True
worm,worm:O44732,all,matched,2,100,True
worm,worm:O44732,all,all_U,2,200,True
worm,worm:O44732,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O44732,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O44732,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O44732,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O44732,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O44732,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q9N3F7,all,background,2,100,True
worm,worm:Q9N3F7,all,matched,2,100,True
worm,worm:Q9N3F7,all,all_U,2,200,True
worm,worm:Q9N3F7,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q9N3F7,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q9N3F7,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q9N3F7,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q9N3F7,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q9N3F7,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O17927,all,background,2,100,True
worm,worm:O17927,all,matched,2,100,True
worm,worm:O17927,all,all_U,2,200,True
worm,worm:O17927,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O17927,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O17927,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O17927,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O17927,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O17927,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P46502,all,background,2,100,True
worm,worm:P46502,all,matched,2,100,True
worm,worm:P46502,all,all_U,2,200,True
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q21127,all,background,9,100,True
worm,worm:Q21127,all,matched,9,100,True
worm,worm:Q21127,all,all_U,9,200,True
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,background,9,100,True
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,matched,9,100,True
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,all_U,9,200,True
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,background,9,100,True
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,matched,9,100,True
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,all_U,9,200,True
worm,worm:O45799,all,background,10,100,True
worm,worm:O45799,all,matched,10,100,True
worm,worm:O45799,all,all_U,10,200,True
worm,worm:O45799,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:O45799,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:O45799,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:O45799,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:O45799,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:O45799,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q9U2M8,all,background,5,100,True
worm,worm:Q9U2M8,all,matched,5,100,True
worm,worm:Q9U2M8,all,all_U,5,200,True
worm,worm:Q9U2M8,no_exact_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9U2M8,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9U2M8,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:Q9U2M8,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9U2M8,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9U2M8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:Q9XVU2,all,background,3,100,True
worm,worm:Q9XVU2,all,matched,3,100,True
worm,worm:Q9XVU2,all,all_U,3,200,True
worm,worm:Q9XVU2,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q9XVU2,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q9XVU2,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q9XVU2,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q9XVU2,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q9XVU2,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:G5EFV8,all,background,10,100,True
worm,worm:G5EFV8,all,matched,10,100,True
worm,worm:G5EFV8,all,all_U,10,200,True
worm,worm:G5EFV8,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:G5EFV8,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:G5EFV8,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:G5EFV8,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:G5EFV8,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:G5EFV8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:P53013,all,background,10,100,True
worm,worm:P53013,all,matched,10,100,True
worm,worm:P53013,all,all_U,10,200,True
worm,worm:P53013,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:P53013,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:P53013,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:P53013,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:P53013,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:P53013,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q9U3S8,all,background,10,100,True
worm,worm:Q9U3S8,all,matched,10,100,True
worm,worm:Q9U3S8,all,all_U,10,200,True
worm,worm:Q9U3S8,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q9U3S8,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q9U3S8,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q9U3S8,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q9U3S8,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q9U3S8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q22289,all,background,10,100,True
worm,worm:Q22289,all,matched,10,100,True
worm,worm:Q22289,all,all_U,10,200,True
worm,worm:Q22289,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q22289,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q22289,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q22289,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q22289,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q22289,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:O17006,all,background,2,100,True
worm,worm:O17006,all,matched,2,100,True
worm,worm:O17006,all,all_U,2,200,True
worm,worm:O17006,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O17006,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O17006,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O17006,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O17006,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O17006,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q17589,all,background,3,100,True
worm,worm:Q17589,all,matched,3,100,True
worm,worm:Q17589,all,all_U,3,200,True
worm,worm:Q17589,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q17589,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q17589,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q17589,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q17589,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q17589,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q20228,all,background,3,100,True
worm,worm:Q20228,all,matched,3,100,True
worm,worm:Q20228,all,all_U,3,200,True
worm,worm:Q20228,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q20228,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q20228,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q20228,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q20228,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q20228,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q21636,all,background,3,100,True
worm,worm:Q21636,all,matched,3,100,True
worm,worm:Q21636,all,all_U,3,200,True
worm,worm:Q21636,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q21636,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q21636,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q21636,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q21636,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q21636,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:O45784,all,background,10,100,True
worm,worm:O45784,all,matched,10,100,True
worm,worm:O45784,all,all_U,10,200,True
worm,worm:O45784,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:O45784,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:O45784,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:O45784,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:O45784,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:O45784,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q9TYT3,all,background,2,100,True
worm,worm:Q9TYT3,all,matched,2,100,True
worm,worm:Q9TYT3,all,all_U,2,200,True
worm,worm:Q9TYT3,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q9TYT3,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q9TYT3,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q9TYT3,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q9TYT3,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q9TYT3,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O01456,all,background,2,100,True
worm,worm:O01456,all,matched,2,100,True
worm,worm:O01456,all,all_U,2,200,True
worm,worm:O01456,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O01456,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O01456,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O01456,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O01456,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O01456,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P06125,all,background,2,100,True
worm,worm:P06125,all,matched,2,100,True
worm,worm:P06125,all,all_U,2,200,True
worm,worm:P06125,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P06125,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P06125,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P06125,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P06125,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P06125,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P18948,all,background,4,100,True
worm,worm:P18948,all,matched,4,100,True
worm,worm:P18948,all,all_U,4,200,True
worm,worm:P18948,no_exact_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:P18948,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:P18948,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
worm,worm:P18948,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:P18948,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:P18948,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:Q02767,all,background,2,100,True
yeast,yeast:Q02767,all,matched,2,100,True
yeast,yeast:Q02767,all,all_U,2,200,True
yeast,yeast:Q02767,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q02767,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q02767,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q02767,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q02767,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q02767,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q03558,all,background,2,100,True
yeast,yeast:Q03558,all,matched,2,100,True
yeast,yeast:Q03558,all,all_U,2,200,True
yeast,yeast:Q03558,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q03558,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q03558,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q03558,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q03558,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q03558,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q12200,all,background,2,100,True
yeast,yeast:Q12200,all,matched,2,100,True
yeast,yeast:Q12200,all,all_U,2,200,True
yeast,yeast:Q12200,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q12200,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q12200,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q12200,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q12200,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q12200,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q03323,all,background,5,100,True
yeast,yeast:Q03323,all,matched,5,100,True
yeast,yeast:Q03323,all,all_U,5,200,True
yeast,yeast:Q03323,no_exact_TRAIN_DEV_endpoint,background,5,100,True
yeast,yeast:Q03323,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
yeast,yeast:Q03323,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
yeast,yeast:Q03323,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
yeast,yeast:Q03323,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
yeast,yeast:Q03323,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
yeast,yeast:Q12418,all,background,4,100,True
yeast,yeast:Q12418,all,matched,4,100,True
yeast,yeast:Q12418,all,all_U,4,200,True
yeast,yeast:Q12418,no_exact_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:Q12418,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:Q12418,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:Q12418,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:Q12418,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:Q12418,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:P38166,all,background,2,100,True
yeast,yeast:P38166,all,matched,2,100,True
yeast,yeast:P38166,all,all_U,2,200,True
yeast,yeast:P38166,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38166,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38166,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38166,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38166,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38166,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38862,all,background,6,100,True
yeast,yeast:P38862,all,matched,6,100,True
yeast,yeast:P38862,all,all_U,6,200,True
yeast,yeast:P38862,no_exact_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P38862,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P38862,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:P38862,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P38862,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P38862,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:Q03790,all,background,7,100,True
yeast,yeast:Q03790,all,matched,7,100,True
yeast,yeast:Q03790,all,all_U,7,200,True
yeast,yeast:Q03790,no_exact_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:Q03790,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:Q03790,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:Q03790,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:Q03790,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:Q03790,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:P00635,all,background,3,100,True
yeast,yeast:P00635,all,matched,3,100,True
yeast,yeast:P00635,all,all_U,3,200,True
yeast,yeast:P00635,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P00635,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P00635,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P00635,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P00635,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P00635,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P19454,all,background,6,100,True
yeast,yeast:P19454,all,matched,6,100,True
yeast,yeast:P19454,all,all_U,6,200,True
yeast,yeast:P19454,no_exact_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P19454,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P19454,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:P19454,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P19454,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P19454,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:P07274,all,background,3,100,True
yeast,yeast:P07274,all,matched,3,100,True
yeast,yeast:P07274,all,all_U,3,200,True
yeast,yeast:P07274,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P07274,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P07274,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P07274,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P07274,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P07274,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:Q12208,all,background,6,100,True
yeast,yeast:Q12208,all,matched,6,100,True
yeast,yeast:Q12208,all,all_U,6,200,True
yeast,yeast:Q12208,no_exact_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:Q12208,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:Q12208,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:Q12208,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:Q12208,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:Q12208,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:P22289,all,background,2,100,True
yeast,yeast:P22289,all,matched,2,100,True
yeast,yeast:P22289,all,all_U,2,200,True
yeast,yeast:P22289,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P22289,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P22289,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P22289,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P22289,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P22289,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38130,all,background,6,100,True
yeast,yeast:P38130,all,matched,6,100,True
yeast,yeast:P38130,all,all_U,6,200,True
yeast,yeast:P38130,no_exact_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P38130,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P38130,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:P38130,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P38130,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P38130,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:Q12527,all,background,10,100,True
yeast,yeast:Q12527,all,matched,10,100,True
yeast,yeast:Q12527,all,all_U,10,200,True
yeast,yeast:Q12527,no_exact_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:Q12527,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:Q12527,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:Q12527,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:Q12527,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:Q12527,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:Q12334,all,background,3,100,True
yeast,yeast:Q12334,all,matched,3,100,True
yeast,yeast:Q12334,all,all_U,3,200,True
yeast,yeast:Q12334,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:Q12334,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:Q12334,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:Q12334,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:Q12334,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:Q12334,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P32833,all,background,6,100,True
yeast,yeast:P32833,all,matched,6,100,True
yeast,yeast:P32833,all,all_U,6,200,True
yeast,yeast:P32833,no_exact_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P32833,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P32833,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:P32833,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
yeast,yeast:P32833,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
yeast,yeast:P32833,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
yeast,yeast:P46983,all,background,3,100,True
yeast,yeast:P46983,all,matched,3,100,True
yeast,yeast:P46983,all,all_U,3,200,True
