target,positive_subset,candidate_set,reference_model,P,U,reference_P_vs_U_concordance,selected_31k_P_vs_U_concordance,delta_P_vs_U_concordance,reference_average_precision,selected_31k_average_precision,delta_average_precision,reference_reciprocal_rank,selected_31k_reciprocal_rank,delta_reciprocal_rank,reference_recovered_P_at_5,selected_31k_recovered_P_at_5,delta_recovered_P_at_5,reference_recovered_P_at_10,selected_31k_recovered_P_at_10,delta_recovered_P_at_10,reference_recovered_P_at_20,selected_31k_recovered_P_at_20,delta_recovered_P_at_20
ERN1,exclude_all_five_prior_pairs,context_background,tuna_original,4,386,0.719559585492228,0.7571243523316062,0.03756476683937826,0.2652053036783576,0.07924929971988796,-0.18595600395846962,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,context_background,tuna_original,1,298,0.8926174496644296,0.9966442953020134,0.1040268456375838,0.030303030303030304,0.5,0.4696969696969697,0.030303030303030304,0.5,0.4696969696969697,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,context_background,tuna_original,2,294,0.9965986394557823,0.9948979591836735,-0.00170068027210879,0.75,0.7,-0.050000000000000044,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
KEAP1,exclude_all_five_prior_pairs,context_background,tuna_original,2,298,0.5620805369127517,0.7231543624161074,0.1610738255033557,0.011047295317353337,0.0203125,0.009265204682646664,0.008849557522123894,0.025,0.016150442477876108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,context_background,tuna_original,1,295,0.9050847457627119,0.6305084745762712,-0.2745762711864407,0.034482758620689655,0.00909090909090909,-0.025391849529780564,0.034482758620689655,0.00909090909090909,-0.025391849529780564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs,context_background,tuna_original,2,295,0.9355932203389831,0.8440677966101695,-0.09152542372881356,0.07614942528735633,0.03077268643306379,-0.04537673885429254,0.08333333333333333,0.023809523809523808,-0.05952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CDK2,exclude_all_five_prior_pairs,context_background,tuna_original,1,298,0.47315436241610737,0.8120805369127517,0.33892617449664436,0.006329113924050633,0.017543859649122806,0.011214745725072174,0.006329113924050633,0.017543859649122806,0.011214745725072174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,context_background,tuna_original,1,297,0.4107744107744108,0.8518518518518519,0.44107744107744107,0.005681818181818182,0.022222222222222223,0.016540404040404043,0.005681818181818182,0.022222222222222223,0.016540404040404043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,exclude_all_five_prior_pairs,context_background,tuna_original,2,289,0.6833910034602076,0.7889273356401384,0.10553633217993075,0.021687462863933454,0.06417624521072797,0.04248878234679451,0.030303030303030304,0.1111111111111111,0.0808080808080808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_all_five_prior_pairs,all_U,ipin_baseline,4,581,0.47547332185886404,0.7426850258175559,0.26721170395869187,0.017602479711728423,0.06719122980168932,0.049588750089960894,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
TP53,exclude_all_five_prior_pairs,all_U,ipin_baseline,1,447,0.4451901565995526,0.9977628635346756,0.552572706935123,0.004016064257028112,0.5,0.4959839357429719,0.004016064257028112,0.5,0.4959839357429719,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,all_U,ipin_baseline,2,441,0.7528344671201814,0.9954648526077098,0.24263038548752835,0.013354700854700856,0.6666666666666666,0.6533119658119658,0.009615384615384616,1.0,0.9903846153846154,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,all_U,ipin_baseline,2,448,0.45089285714285715,0.7767857142857143,0.32589285714285715,0.005929861499490081,0.01723899196898366,0.011309130469493578,0.004424778761061947,0.021739130434782608,0.01731435167372066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,all_U,ipin_baseline,1,444,0.668918918918919,0.7319819819819819,0.06306306306306297,0.006756756756756757,0.008333333333333333,0.001576576576576576,0.006756756756756757,0.008333333333333333,0.001576576576576576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs,all_U,ipin_baseline,2,442,0.754524886877828,0.8936651583710408,0.13914027149321273,0.013401377479047382,0.030086580086580085,0.0166852026075327,0.009708737864077669,0.023809523809523808,0.01410078594544614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_all_five_prior_pairs,all_U,ipin_baseline,1,447,0.6644295302013423,0.8635346756152126,0.19910514541387025,0.006622516556291391,0.016129032258064516,0.009506515701773126,0.006622516556291391,0.016129032258064516,0.009506515701773126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,all_U,ipin_baseline,1,444,0.9527027027027027,0.8986486486486487,-0.05405405405405406,0.045454545454545456,0.021739130434782608,-0.023715415019762848,0.045454545454545456,0.021739130434782608,-0.023715415019762848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,exclude_all_five_prior_pairs,all_U,ipin_baseline,2,439,0.9305239179954442,0.8394077448747153,-0.09111617312072895,0.14166666666666666,0.06296296296296296,-0.0787037037037037,0.25,0.1111111111111111,-0.1388888888888889,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,all_U,ipin_optimized,4,581,0.4974182444061962,0.7426850258175559,0.2452667814113597,0.019637301297688613,0.06719122980168932,0.047553928504000705,0.05555555555555555,0.14285714285714285,0.0873015873015873,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,all_U,ipin_optimized,1,447,0.5324384787472036,0.9977628635346756,0.46532438478747196,0.004761904761904762,0.5,0.49523809523809526,0.004761904761904762,0.5,0.49523809523809526,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,all_U,ipin_optimized,2,441,0.673469387755102,0.9954648526077098,0.32199546485260777,0.010077186963979417,0.6666666666666666,0.6565894797026872,0.007575757575757576,1.0,0.9924242424242424,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,all_U,ipin_optimized,2,448,0.5111607142857143,0.7767857142857143,0.265625,0.007024124742571344,0.01723899196898366,0.010214867226412315,0.007575757575757576,0.021739130434782608,0.014163372859025032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,all_U,ipin_optimized,1,444,0.918918918918919,0.7319819819819819,-0.18693693693693703,0.02702702702702703,0.008333333333333333,-0.018693693693693697,0.02702702702702703,0.008333333333333333,-0.018693693693693697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs,all_U,ipin_optimized,2,442,0.9332579185520362,0.8936651583710408,-0.039592760180995445,0.04880952380952381,0.030086580086580085,-0.018722943722943725,0.05,0.023809523809523808,-0.026190476190476195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CDK2,exclude_all_five_prior_pairs,all_U,ipin_optimized,1,447,0.9731543624161074,0.8635346756152126,-0.10961968680089484,0.07692307692307693,0.016129032258064516,-0.06079404466501241,0.07692307692307693,0.016129032258064516,-0.06079404466501241,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
HIF1A,exclude_all_five_prior_pairs,all_U,ipin_optimized,1,444,0.9774774774774775,0.8986486486486487,-0.0788288288288288,0.09090909090909091,0.021739130434782608,-0.0691699604743083,0.09090909090909091,0.021739130434782608,-0.0691699604743083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CTNNB1,exclude_all_five_prior_pairs,all_U,ipin_optimized,2,439,0.6469248291571754,0.8394077448747153,0.19248291571753984,0.010268317853457172,0.06296296296296296,0.052694645109505785,0.011764705882352941,0.1111111111111111,0.09934640522875816,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_all_five_prior_pairs,all_U,tuna_retrained,4,581,0.7203098106712564,0.7426850258175559,0.022375215146299476,0.26228606228606227,0.06719122980168932,-0.19509483248437295,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,all_U,tuna_retrained,1,447,0.9373601789709173,0.9977628635346756,0.0604026845637583,0.034482758620689655,0.5,0.46551724137931033,0.034482758620689655,0.5,0.46551724137931033,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,all_U,tuna_retrained,2,441,0.7165532879818595,0.9954648526077098,0.2789115646258503,0.023636055574381566,0.6666666666666666,0.6430306110922851,0.038461538461538464,1.0,0.9615384615384616,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,all_U,tuna_retrained,2,448,0.34263392857142855,0.7767857142857143,0.43415178571428575,0.004966298069746345,0.01723899196898366,0.012272693899237314,0.003663003663003663,0.021739130434782608,0.018076126771778944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,all_U,tuna_retrained,1,444,0.9932432432432432,0.7319819819819819,-0.26126126126126126,0.25,0.008333333333333333,-0.24166666666666667,0.25,0.008333333333333333,-0.24166666666666667,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0
KRAS,exclude_all_five_prior_pairs,all_U,tuna_retrained,2,442,0.917420814479638,0.8936651583710408,-0.0237556561085972,0.03840579710144927,0.030086580086580085,-0.008319217014869186,0.03333333333333333,0.023809523809523808,-0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_all_five_prior_pairs,all_U,tuna_retrained,1,447,0.9149888143176734,0.8635346756152126,-0.05145413870246085,0.02564102564102564,0.016129032258064516,-0.009511993382961124,0.02564102564102564,0.016129032258064516,-0.009511993382961124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,all_U,tuna_retrained,1,444,0.6171171171171171,0.8986486486486487,0.28153153153153154,0.005847953216374269,0.021739130434782608,0.01589117721840834,0.005847953216374269,0.021739130434782608,0.01589117721840834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,exclude_all_five_prior_pairs,all_U,tuna_retrained,2,439,0.7232346241457859,0.8394077448747153,0.11617312072892938,0.029424778761061948,0.06296296296296296,0.03353818420190101,0.05,0.1111111111111111,0.0611111111111111,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,all_U,tuna_original,4,581,0.8085197934595525,0.7426850258175559,-0.06583476764199658,0.2648179814561483,0.06719122980168932,-0.197626751654459,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,all_U,tuna_original,1,447,0.9284116331096197,0.9977628635346756,0.06935123042505587,0.030303030303030304,0.5,0.4696969696969697,0.030303030303030304,0.5,0.4696969696969697,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,all_U,tuna_original,2,441,0.9977324263038548,0.9954648526077098,-0.0022675736961450532,0.75,0.6666666666666666,-0.08333333333333337,1.0,1.0,0.0,2.0,1.0,-1.0,2.0,2.0,0.0,2.0,2.0,0.0
KEAP1,exclude_all_five_prior_pairs,all_U,tuna_original,2,448,0.6149553571428571,0.7767857142857143,0.1618303571428572,0.008374384236453203,0.01723899196898366,0.008864607732530456,0.006896551724137931,0.021739130434782608,0.014842578710644677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,all_U,tuna_original,1,444,0.9369369369369369,0.7319819819819819,-0.20495495495495497,0.034482758620689655,0.008333333333333333,-0.026149425287356323,0.034482758620689655,0.008333333333333333,-0.026149425287356323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs,all_U,tuna_original,2,442,0.8981900452488688,0.8936651583710408,-0.004524886877828038,0.0386986301369863,0.030086580086580085,-0.008612050050406217,0.05,0.023809523809523808,-0.026190476190476195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CDK2,exclude_all_five_prior_pairs,all_U,tuna_original,1,447,0.5995525727069351,0.8635346756152126,0.2639821029082775,0.005555555555555556,0.016129032258064516,0.010573476702508959,0.005555555555555556,0.016129032258064516,0.010573476702508959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,all_U,tuna_original,1,444,0.5653153153153153,0.8986486486486487,0.33333333333333337,0.005154639175257732,0.021739130434782608,0.016584491259524877,0.005154639175257732,0.021739130434782608,0.016584491259524877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,exclude_all_five_prior_pairs,all_U,tuna_original,2,439,0.6867881548974943,0.8394077448747153,0.15261958997722092,0.015402956604673343,0.06296296296296296,0.047560006358289615,0.022222222222222223,0.1111111111111111,0.08888888888888888,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,3,192,0.296875,0.7239583333333334,0.42708333333333337,0.014049652656651885,0.08891287401810877,0.07486322136145689,0.011494252873563218,0.2,0.1885057471264368,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
TP53,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,1,149,0.24161073825503357,0.9932885906040269,0.7516778523489933,0.008771929824561403,0.5,0.49122807017543857,0.008771929824561403,0.5,0.49122807017543857,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,2,146,0.75,0.9931506849315068,0.24315068493150682,0.03888888888888889,0.75,0.7111111111111111,0.027777777777777776,1.0,0.9722222222222222,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,2,148,0.27364864864864863,0.668918918918919,0.39527027027027034,0.013522650439486139,0.03155577299412916,0.018033122554643018,0.00980392156862745,0.03571428571428571,0.02591036414565826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,1,148,0.4864864864864865,0.5202702702702703,0.03378378378378377,0.012987012987012988,0.013888888888888888,0.0009018759018759002,0.012987012987012988,0.013888888888888888,0.0009018759018759002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,2,146,0.6061643835616438,0.8116438356164384,0.20547945205479456,0.025165372447512224,0.05030303030303031,0.025137657855518084,0.017543859649122806,0.04,0.022456140350877195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,1,150,0.48,0.7733333333333333,0.29333333333333333,0.012658227848101266,0.02857142857142857,0.015913200723327303,0.012658227848101266,0.02857142857142857,0.015913200723327303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,1,149,0.9060402684563759,0.825503355704698,-0.08053691275167785,0.06666666666666667,0.037037037037037035,-0.02962962962962963,0.06666666666666667,0.037037037037037035,-0.02962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CTNNB1,exclude_all_five_prior_pairs_and_homomers,context,ipin_baseline,2,144,0.9027777777777778,0.7708333333333334,-0.13194444444444442,0.20238095238095238,0.115625,-0.08675595238095238,0.3333333333333333,0.2,-0.1333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,3,192,0.3263888888888889,0.7239583333333334,0.3975694444444445,0.014989116399188342,0.08891287401810877,0.07392375761892042,0.008,0.2,0.192,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
TP53,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,1,149,0.37583892617449666,0.9932885906040269,0.6174496644295302,0.010638297872340425,0.5,0.48936170212765956,0.010638297872340425,0.5,0.48936170212765956,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,2,146,0.6986301369863014,0.9931506849315068,0.29452054794520544,0.0321078431372549,0.75,0.7178921568627451,0.025,1.0,0.975,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,2,148,0.35135135135135137,0.668918918918919,0.3175675675675676,0.015384615384615385,0.03155577299412916,0.01617115760951377,0.015384615384615385,0.03571428571428571,0.020329670329670327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,1,148,0.8445945945945946,0.5202702702702703,-0.32432432432432434,0.041666666666666664,0.013888888888888888,-0.027777777777777776,0.041666666666666664,0.013888888888888888,-0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,2,146,0.8801369863013698,0.8116438356164384,-0.06849315068493145,0.08571428571428572,0.05030303030303031,-0.03541125541125541,0.1,0.04,-0.060000000000000005,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0
CDK2,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,1,150,0.96,0.7733333333333333,-0.18666666666666665,0.14285714285714285,0.02857142857142857,-0.11428571428571428,0.14285714285714285,0.02857142857142857,-0.11428571428571428,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0
HIF1A,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,1,149,0.9530201342281879,0.825503355704698,-0.12751677852348986,0.125,0.037037037037037035,-0.08796296296296297,0.125,0.037037037037037035,-0.08796296296296297,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0
CTNNB1,exclude_all_five_prior_pairs_and_homomers,context,ipin_optimized,2,144,0.5694444444444444,0.7708333333333334,0.20138888888888895,0.0238230289279637,0.115625,0.0918019710720363,0.024390243902439025,0.2,0.175609756097561,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,3,192,0.4270833333333333,0.7239583333333334,0.29687500000000006,0.018030669895076675,0.08891287401810877,0.07088220412303209,0.013333333333333334,0.2,0.18666666666666668,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
TP53,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,1,149,0.8590604026845637,0.9932885906040269,0.13422818791946312,0.045454545454545456,0.5,0.45454545454545453,0.045454545454545456,0.5,0.45454545454545453,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,2,146,0.7465753424657534,0.9931506849315068,0.2465753424657534,0.07026143790849673,0.75,0.6797385620915033,0.1111111111111111,1.0,0.8888888888888888,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
KEAP1,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,2,148,0.23986486486486486,0.668918918918919,0.4290540540540541,0.012962962962962963,0.03155577299412916,0.018592810031166196,0.009259259259259259,0.03571428571428571,0.026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,1,148,1.0,0.5202702702702703,-0.4797297297297297,1.0,0.013888888888888888,-0.9861111111111112,1.0,0.013888888888888888,-0.9861111111111112,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0
KRAS,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,2,146,0.839041095890411,0.8116438356164384,-0.0273972602739726,0.058333333333333334,0.05030303030303031,-0.008030303030303027,0.05,0.04,-0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CDK2,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,1,150,0.86,0.7733333333333333,-0.08666666666666667,0.045454545454545456,0.02857142857142857,-0.016883116883116885,0.045454545454545456,0.02857142857142857,-0.016883116883116885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,1,149,0.4161073825503356,0.825503355704698,0.40939597315436244,0.011363636363636364,0.037037037037037035,0.02567340067340067,0.011363636363636364,0.037037037037037035,0.02567340067340067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,exclude_all_five_prior_pairs_and_homomers,context,tuna_retrained,2,144,0.6597222222222222,0.7708333333333334,0.11111111111111116,0.04982517482517483,0.115625,0.06579982517482517,0.07692307692307693,0.2,0.12307692307692308,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs_and_homomers,context,tuna_original,3,192,0.4583333333333333,0.7239583333333334,0.26562500000000006,0.018139271502907867,0.08891287401810877,0.0707736025152009,0.013888888888888888,0.2,0.18611111111111112,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
TP53,exclude_all_five_prior_pairs_and_homomers,context,tuna_original,1,149,0.8590604026845637,0.9932885906040269,0.13422818791946312,0.045454545454545456,0.5,0.45454545454545453,0.045454545454545456,0.5,0.45454545454545453,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs_and_homomers,context,tuna_original,2,146,0.9965753424657534,0.9931506849315068,-0.003424657534246589,0.8333333333333333,0.75,-0.08333333333333326,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
KEAP1,exclude_all_five_prior_pairs_and_homomers,context,tuna_original,2,148,0.5135135135135135,0.668918918918919,0.15540540540540548,0.01984126984126984,0.03155577299412916,0.011714503152859317,0.015873015873015872,0.03571428571428571,0.01984126984126984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs_and_homomers,context,tuna_original,1,148,0.8783783783783784,0.5202702702702703,-0.3581081081081081,0.05263157894736842,0.013888888888888888,-0.03874269005847953,0.05263157894736842,0.013888888888888888,-0.03874269005847953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
KRAS,exclude_all_five_prior_pairs_and_homomers,context,tuna_original,2,146,0.9486301369863014,0.8116438356164384,-0.136986301369863,0.16666666666666666,0.05030303030303031,-0.11636363636363635,0.16666666666666666,0.04,-0.12666666666666665,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,-2.0
