target,positive_subset,candidate_set,reference_model,P,U,reference_P_vs_U_concordance,selected_31k_P_vs_U_concordance,delta_P_vs_U_concordance,reference_average_precision,selected_31k_average_precision,delta_average_precision,reference_reciprocal_rank,selected_31k_reciprocal_rank,delta_reciprocal_rank,reference_recovered_P_at_5,selected_31k_recovered_P_at_5,delta_recovered_P_at_5,reference_recovered_P_at_10,selected_31k_recovered_P_at_10,delta_recovered_P_at_10,reference_recovered_P_at_20,selected_31k_recovered_P_at_20,delta_recovered_P_at_20
TNFRSF1A,exclude_any_model_prior_pairs,context,ipin_baseline,3,149,0.5749440715883669,0.727069351230425,0.15212527964205813,0.03836805555555556,0.16610305958132043,0.12773500402576488,0.05,0.25,0.2,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,context,ipin_baseline,1,146,0.3287671232876712,0.9863013698630136,0.6575342465753424,0.010101010101010102,0.3333333333333333,0.3232323232323232,0.010101010101010102,0.3333333333333333,0.3232323232323232,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,context,ipin_optimized,4,200,0.49,0.78625,0.29625,0.05789471816628731,0.13554376657824932,0.07764904841196202,0.16666666666666666,0.2,0.033333333333333354,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,context,ipin_optimized,3,150,0.4,0.9622222222222222,0.5622222222222222,0.020782458282458283,0.3625,0.3417175417175417,0.015873015873015872,0.5,0.48412698412698413,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,context,ipin_optimized,3,150,0.6666666666666666,0.9955555555555555,0.3288888888888889,0.03683772991107878,0.8666666666666666,0.8298289367555878,0.024390243902439025,1.0,0.975609756097561,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,context,ipin_optimized,2,150,0.35333333333333333,0.67,0.3166666666666667,0.015209345362017117,0.03137065637065637,0.016161311008639254,0.015151515151515152,0.03571428571428571,0.02056277056277056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,context,ipin_optimized,3,150,0.8155555555555556,0.6777777777777778,-0.13777777777777778,0.08548951048951048,0.3554527664116705,0.26996325592216003,0.125,1.0,0.875,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
KRAS,exclude_any_model_prior_pairs,context,ipin_optimized,3,150,0.9022222222222223,0.84,-0.06222222222222229,0.1354326676907322,0.07647757647757647,-0.05895509121315573,0.14285714285714285,0.07692307692307693,-0.06593406593406592,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,-1.0
CDK2,exclude_any_model_prior_pairs,context,ipin_optimized,3,150,0.8466666666666667,0.8288888888888889,-0.01777777777777778,0.43181818181818177,0.06956670956670957,-0.3622514722514722,1.0,0.047619047619047616,-0.9523809523809523,1.0,0.0,-1.0,2.0,0.0,-2.0,2.0,0.0,-2.0
HIF1A,exclude_any_model_prior_pairs,context,ipin_optimized,3,150,0.6266666666666667,0.9333333333333333,0.30666666666666664,0.06474594429139884,0.31226053639846746,0.2475145921070686,0.125,0.3333333333333333,0.20833333333333331,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,context,ipin_optimized,2,144,0.5694444444444444,0.7708333333333334,0.20138888888888895,0.0238230289279637,0.115625,0.0918019710720363,0.024390243902439025,0.2,0.175609756097561,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
TNFRSF1A,exclude_any_model_prior_pairs,context,ipin_optimized,3,149,0.727069351230425,0.727069351230425,0.0,0.36284086284086287,0.16610305958132043,-0.19673780325954243,1.0,0.25,-0.75,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,context,ipin_optimized,1,146,0.4246575342465753,0.9863013698630136,0.5616438356164384,0.011764705882352941,0.3333333333333333,0.32156862745098036,0.011764705882352941,0.3333333333333333,0.32156862745098036,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,context,tuna_retrained,4,200,0.57375,0.78625,0.21250000000000002,0.2704905402347004,0.13554376657824932,-0.1349467736564511,1.0,0.2,-0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,context,tuna_retrained,3,150,0.7555555555555555,0.9622222222222222,0.20666666666666667,0.050555131790829724,0.3625,0.3119448682091703,0.043478260869565216,0.5,0.4565217391304348,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,context,tuna_retrained,3,150,0.7777777777777778,0.9955555555555555,0.21777777777777774,0.07676256972031618,0.8666666666666666,0.7899040969463504,0.1111111111111111,1.0,0.8888888888888888,0.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0
KEAP1,exclude_any_model_prior_pairs,context,tuna_retrained,2,150,0.23666666666666666,0.67,0.43333333333333335,0.012742175856929955,0.03137065637065637,0.018628480513726415,0.00909090909090909,0.03571428571428571,0.026623376623376622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,context,tuna_retrained,3,150,0.9422222222222222,0.6777777777777778,-0.26444444444444437,0.43977591036414565,0.3554527664116705,-0.08432314395247514,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,-2.0
KRAS,exclude_any_model_prior_pairs,context,tuna_retrained,3,150,0.8577777777777778,0.84,-0.01777777777777778,0.08309806135893091,0.07647757647757647,-0.006620484881354444,0.07142857142857142,0.07692307692307693,0.005494505494505503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CDK2,exclude_any_model_prior_pairs,context,tuna_retrained,3,150,0.9044444444444445,0.8288888888888889,-0.0755555555555556,0.15674603174603174,0.06956670956670957,-0.08717932217932217,0.25,0.047619047619047616,-0.20238095238095238,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0
HIF1A,exclude_any_model_prior_pairs,context,tuna_retrained,3,150,0.6377777777777778,0.9333333333333333,0.29555555555555557,0.08678809774700186,0.31226053639846746,0.2254724386514656,0.2,0.3333333333333333,0.1333333333333333,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,context,tuna_retrained,2,144,0.6597222222222222,0.7708333333333334,0.11111111111111116,0.04982517482517483,0.115625,0.06579982517482517,0.07692307692307693,0.2,0.12307692307692308,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,context,tuna_retrained,3,149,0.5011185682326622,0.727069351230425,0.22595078299776283,0.09868306296877724,0.16610305958132043,0.06741999661254319,0.25,0.25,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,context,tuna_retrained,1,146,0.6095890410958904,0.9863013698630136,0.37671232876712324,0.017241379310344827,0.3333333333333333,0.3160919540229885,0.017241379310344827,0.3333333333333333,0.3160919540229885,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,context,tuna_original,4,200,0.5975,0.78625,0.18874999999999997,0.2703113553113553,0.13554376657824932,-0.134767588733106,1.0,0.2,-0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,context,tuna_original,3,150,0.7844444444444445,0.9622222222222222,0.1777777777777777,0.06659234485321441,0.3625,0.2959076551467856,0.06666666666666667,0.5,0.43333333333333335,0.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
EGFR,exclude_any_model_prior_pairs,context,tuna_original,3,150,0.9977777777777778,0.9955555555555555,-0.0022222222222222365,0.9166666666666666,0.8666666666666666,-0.050000000000000044,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
KEAP1,exclude_any_model_prior_pairs,context,tuna_original,2,150,0.5133333333333333,0.67,0.15666666666666673,0.01957720588235294,0.03137065637065637,0.01179345048830343,0.015625,0.03571428571428571,0.020089285714285712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,context,tuna_original,3,150,0.9333333333333333,0.6777777777777778,-0.25555555555555554,0.18434343434343434,0.3554527664116705,0.17110933206823617,0.16666666666666666,1.0,0.8333333333333334,0.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0
KRAS,exclude_any_model_prior_pairs,context,tuna_original,3,150,0.9511111111111111,0.84,-0.11111111111111116,0.21031746031746032,0.07647757647757647,-0.13383988383988385,0.16666666666666666,0.07692307692307693,-0.08974358974358973,0.0,0.0,0.0,2.0,0.0,-2.0,3.0,1.0,-2.0
CDK2,exclude_any_model_prior_pairs,context,tuna_original,3,150,0.44222222222222224,0.8288888888888889,0.38666666666666666,0.02250335065869046,0.06956670956670957,0.04706335890801911,0.01818181818181818,0.047619047619047616,0.029437229437229435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_any_model_prior_pairs,context,tuna_original,3,150,0.5866666666666667,0.9333333333333333,0.3466666666666667,0.35094032969584393,0.31226053639846746,-0.038679793297376475,1.0,0.3333333333333333,-0.6666666666666667,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,context,tuna_original,2,144,0.6701388888888888,0.7708333333333334,0.10069444444444453,0.037820512820512825,0.115625,0.07780448717948718,0.05,0.2,0.15000000000000002,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,context,tuna_original,3,149,0.48769574944071586,0.727069351230425,0.23937360178970918,0.02486025301559282,0.16610305958132043,0.1412428065657276,0.022727272727272728,0.25,0.22727272727272727,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
BECN1,exclude_any_model_prior_pairs,context,tuna_original,1,146,0.4520547945205479,0.9863013698630136,0.5342465753424657,0.012345679012345678,0.3333333333333333,0.32098765432098764,0.012345679012345678,0.3333333333333333,0.32098765432098764,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,background,ipin_baseline,4,199,0.49120603015075376,0.7311557788944724,0.2399497487437186,0.05854877598242236,0.15603655603655606,0.0974877800541337,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,background,ipin_baseline,3,150,0.5888888888888889,0.9977777777777778,0.40888888888888886,0.030984934336075666,0.9166666666666666,0.885681732330591,0.030303030303030304,1.0,0.9696969696969697,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,background,ipin_baseline,3,150,0.6466666666666666,0.9977777777777778,0.35111111111111115,0.03907998454057649,0.9166666666666666,0.8775866821260901,0.03225806451612903,1.0,0.967741935483871,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,background,ipin_baseline,2,150,0.4666666666666667,0.7766666666666666,0.30999999999999994,0.018030303030303032,0.05600539811066127,0.037975095080358234,0.013333333333333334,0.07692307692307693,0.06358974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,background,ipin_baseline,3,150,0.7355555555555555,0.8222222222222222,0.08666666666666667,0.0699169110459433,0.3722222222222222,0.3023053111762789,0.125,1.0,0.875,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
KRAS,exclude_any_model_prior_pairs,background,ipin_baseline,3,150,0.7622222222222222,0.8977777777777778,0.13555555555555554,0.05074786324786325,0.11189931350114415,0.061151450253280906,0.038461538461538464,0.1,0.06153846153846154,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
CDK2,exclude_any_model_prior_pairs,background,ipin_baseline,3,150,0.7422222222222222,0.8622222222222222,0.12,0.060072695665916,0.08543123543123543,0.025358539765319432,0.09090909090909091,0.05,-0.04090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
HIF1A,exclude_any_model_prior_pairs,background,ipin_baseline,3,150,0.7866666666666666,0.9488888888888889,0.16222222222222227,0.07685185185185185,0.3253968253968254,0.24854497354497357,0.125,0.5,0.375,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,background,ipin_baseline,2,145,0.9275862068965517,0.8068965517241379,-0.12068965517241381,0.29545454545454547,0.11851851851851852,-0.17693602693602695,0.5,0.2,-0.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,background,ipin_baseline,3,147,0.6417233560090703,0.764172335600907,0.12244897959183676,0.0515527950310559,0.11416361416361416,0.06261081913255825,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,background,ipin_baseline,1,150,0.32,0.9533333333333334,0.6333333333333333,0.009708737864077669,0.125,0.11529126213592233,0.009708737864077669,0.125,0.11529126213592233,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,background,ipin_optimized,4,199,0.5213567839195979,0.7311557788944724,0.20979899497487442,0.04522583526164088,0.15603655603655606,0.11081072077491518,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,background,ipin_optimized,3,150,0.5555555555555556,0.9977777777777778,0.4422222222222222,0.027825690437954756,0.9166666666666666,0.8888409762287118,0.0196078431372549,1.0,0.9803921568627451,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,background,ipin_optimized,3,150,0.6,0.9977777777777778,0.3977777777777778,0.03125160078545206,0.9166666666666666,0.8854150658812145,0.018867924528301886,1.0,0.9811320754716981,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,background,ipin_optimized,2,150,0.5733333333333334,0.7766666666666666,0.20333333333333325,0.02348901098901099,0.05600539811066127,0.03251638712165028,0.025,0.07692307692307693,0.051923076923076926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,background,ipin_optimized,3,150,0.8977777777777778,0.8222222222222222,-0.0755555555555556,0.1226190476190476,0.3722222222222222,0.24960317460317458,0.125,1.0,0.875,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,-1.0
KRAS,exclude_any_model_prior_pairs,background,ipin_optimized,3,150,0.9311111111111111,0.8977777777777778,-0.033333333333333326,0.1550925925925926,0.11189931350114415,-0.04319327909144843,0.1111111111111111,0.1,-0.0111111111111111,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,-1.0
CDK2,exclude_any_model_prior_pairs,background,ipin_optimized,3,150,0.9022222222222223,0.8622222222222222,-0.040000000000000036,0.4410569105691057,0.08543123543123543,-0.35562567513787025,1.0,0.05,-0.95,1.0,0.0,-1.0,2.0,0.0,-2.0,2.0,1.0,-1.0
HIF1A,exclude_any_model_prior_pairs,background,ipin_optimized,3,150,0.6777777777777778,0.9488888888888889,0.2711111111111111,0.09820218096080165,0.3253968253968254,0.22719464443602377,0.2,0.5,0.3,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,background,ipin_optimized,2,145,0.603448275862069,0.8068965517241379,0.20344827586206893,0.027252906976744186,0.11851851851851852,0.09126561154177434,0.03125,0.2,0.16875,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
TNFRSF1A,exclude_any_model_prior_pairs,background,ipin_optimized,3,147,0.7936507936507936,0.764172335600907,-0.02947845804988658,0.21192621192621192,0.11416361416361416,-0.09776259776259776,0.5,0.14285714285714285,-0.35714285714285715,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,background,ipin_optimized,1,150,0.3933333333333333,0.9533333333333334,0.56,0.010869565217391304,0.125,0.1141304347826087,0.010869565217391304,0.125,0.1141304347826087,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,background,tuna_retrained,4,199,0.7412060301507538,0.7311557788944724,-0.01005025125628145,0.29097890510483715,0.15603655603655606,-0.1349423490682811,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,background,tuna_retrained,3,150,0.8933333333333333,0.9977777777777778,0.10444444444444445,0.1259259259259259,0.9166666666666666,0.7907407407407407,0.16666666666666666,1.0,0.8333333333333334,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0
EGFR,exclude_any_model_prior_pairs,background,tuna_retrained,3,150,0.68,0.9977777777777778,0.3177777777777777,0.05434721872991925,0.9166666666666666,0.8623194479367474,0.08333333333333333,1.0,0.9166666666666666,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0
KEAP1,exclude_any_model_prior_pairs,background,tuna_retrained,2,150,0.43,0.7766666666666666,0.3466666666666666,0.016802784844021958,0.05600539811066127,0.03920261326663931,0.012987012987012988,0.07692307692307693,0.06393606393606394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,background,tuna_retrained,3,150,0.9333333333333333,0.8222222222222222,-0.11111111111111116,0.21136173767752714,0.3722222222222222,0.16086048454469504,0.3333333333333333,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,-2.0
KRAS,exclude_any_model_prior_pairs,background,tuna_retrained,3,150,0.9288888888888889,0.8977777777777778,-0.03111111111111109,0.15277777777777776,0.11189931350114415,-0.04087846427663361,0.125,0.1,-0.024999999999999994,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,-1.0
CDK2,exclude_any_model_prior_pairs,background,tuna_retrained,3,150,0.9311111111111111,0.8622222222222222,-0.06888888888888889,0.16249999999999998,0.08543123543123543,-0.07706876456876455,0.16666666666666666,0.05,-0.11666666666666665,0.0,0.0,0.0,1.0,0.0,-1.0,3.0,1.0,-2.0
HIF1A,exclude_any_model_prior_pairs,background,tuna_retrained,3,150,0.7577777777777778,0.9488888888888889,0.19111111111111112,0.11321070234113711,0.3253968253968254,0.2121861230556883,0.25,0.5,0.25,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,background,tuna_retrained,2,145,0.6655172413793103,0.8068965517241379,0.14137931034482754,0.08218125960061444,0.11851851851851852,0.03633725891790408,0.14285714285714285,0.2,0.05714285714285716,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,background,tuna_retrained,3,147,0.562358276643991,0.764172335600907,0.20181405895691606,0.1294474802671524,0.11416361416361416,-0.015283866103538227,0.3333333333333333,0.14285714285714285,-0.19047619047619047,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,background,tuna_retrained,1,150,0.47333333333333333,0.9533333333333334,0.48000000000000004,0.0125,0.125,0.1125,0.0125,0.125,0.1125,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,background,tuna_original,4,199,0.8442211055276382,0.7311557788944724,-0.11306532663316582,0.30049130763416476,0.15603655603655606,-0.1444547515976087,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,background,tuna_original,3,150,0.8933333333333333,0.9977777777777778,0.10444444444444445,0.12831286360698124,0.9166666666666666,0.7883538030596854,0.14285714285714285,1.0,0.8571428571428572,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0
EGFR,exclude_any_model_prior_pairs,background,tuna_original,3,150,0.9977777777777778,0.9977777777777778,0.0,0.9166666666666666,0.9166666666666666,0.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
KEAP1,exclude_any_model_prior_pairs,background,tuna_original,2,150,0.61,0.7766666666666666,0.16666666666666663,0.02429667519181586,0.05600539811066127,0.03170872291884541,0.0196078431372549,0.07692307692307693,0.057315233785822026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,background,tuna_original,3,150,0.9688888888888889,0.8222222222222222,-0.14666666666666672,0.3547008547008547,0.3722222222222222,0.01752136752136746,0.3333333333333333,1.0,0.6666666666666667,2.0,1.0,-1.0,2.0,1.0,-1.0,3.0,1.0,-2.0
KRAS,exclude_any_model_prior_pairs,background,tuna_original,3,150,0.9288888888888889,0.8977777777777778,-0.03111111111111109,0.1582251082251082,0.11189931350114415,-0.04632579472396406,0.14285714285714285,0.1,-0.042857142857142844,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,-1.0
CDK2,exclude_any_model_prior_pairs,background,tuna_original,3,150,0.66,0.8622222222222222,0.2022222222222222,0.03647869827305311,0.08543123543123543,0.04895253715818232,0.030303030303030304,0.05,0.0196969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HIF1A,exclude_any_model_prior_pairs,background,tuna_original,3,150,0.8022222222222222,0.9488888888888889,0.14666666666666672,0.37170645446507516,0.3253968253968254,-0.04630962906824976,1.0,0.5,-0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,background,tuna_original,2,145,0.696551724137931,0.8068965517241379,0.1103448275862069,0.048701298701298704,0.11851851851851852,0.06981721981721982,0.07142857142857142,0.2,0.1285714285714286,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,background,tuna_original,3,147,0.6439909297052154,0.764172335600907,0.1201814058956916,0.03519155583245298,0.11416361416361416,0.07897205833116118,0.02631578947368421,0.14285714285714285,0.11654135338345864,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
BECN1,exclude_any_model_prior_pairs,background,tuna_original,1,150,0.3333333333333333,0.9533333333333334,0.6200000000000001,0.009900990099009901,0.125,0.1150990099009901,0.009900990099009901,0.125,0.1150990099009901,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,4,200,0.47625,0.71375,0.2375,0.06643012402506074,0.3380316579553617,0.27160153393030095,0.2,1.0,0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,3,150,0.7733333333333333,0.9955555555555555,0.2222222222222222,0.05921052631578947,0.8055555555555556,0.7463450292397661,0.07142857142857142,1.0,0.9285714285714286,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0
EGFR,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,3,150,0.5933333333333334,0.9977777777777778,0.4044444444444444,0.03313248596267464,0.9166666666666666,0.883534180703992,0.02564102564102564,1.0,0.9743589743589743,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,2,150,0.61,0.8833333333333333,0.2733333333333333,0.02429667519181586,0.10368663594470046,0.0793899607528846,0.0196078431372549,0.14285714285714285,0.12324929971988795,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,3,150,0.9111111111111111,0.9488888888888889,0.0377777777777778,0.24189095928226362,0.28888888888888886,0.046997929606625244,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0
KRAS,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,3,150,0.9422222222222222,0.9955555555555555,0.053333333333333344,0.17965367965367965,0.8666666666666666,0.687012987012987,0.14285714285714285,1.0,0.8571428571428572,0.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0
CDK2,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,3,150,0.8866666666666667,0.9711111111111111,0.08444444444444443,0.392258064516129,0.30277777777777776,-0.08948028673835123,1.0,0.2,-0.8,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0
HIF1A,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,3,150,0.96,0.9977777777777778,0.0377777777777778,0.49107142857142855,0.9166666666666666,0.4255952380952381,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0
CTNNB1,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,2,150,0.96,0.9366666666666666,-0.023333333333333317,0.5714285714285714,0.5476190476190477,-0.023809523809523725,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,-1.0
TNFRSF1A,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,3,150,0.7,0.8466666666666667,0.14666666666666672,0.07579198695550896,0.34782608695652173,0.2720341000010128,0.125,0.5,0.375,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,low_plausibility,ipin_baseline,1,150,0.54,0.9866666666666667,0.44666666666666666,0.014285714285714285,0.3333333333333333,0.319047619047619,0.014285714285714285,0.3333333333333333,0.319047619047619,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,4,200,0.48875,0.71375,0.22499999999999998,0.06606522307928989,0.3380316579553617,0.27196643487607186,0.2,1.0,0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,3,150,0.6555555555555556,0.9955555555555555,0.33999999999999997,0.03580105601299708,0.8055555555555556,0.7697544995425585,0.02857142857142857,1.0,0.9714285714285714,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,3,150,0.6888888888888889,0.9977777777777778,0.3088888888888889,0.03972376829519686,0.9166666666666666,0.8769428983714698,0.023809523809523808,1.0,0.9761904761904762,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,2,150,0.6066666666666667,0.8833333333333333,0.2766666666666666,0.02811094452773613,0.10368663594470046,0.07557569141696432,0.034482758620689655,0.14285714285714285,0.1083743842364532,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,3,150,0.9888888888888889,0.9488888888888889,-0.040000000000000036,0.5555555555555555,0.28888888888888886,-0.2666666666666666,0.5,0.5,0.0,2.0,1.0,-1.0,3.0,1.0,-2.0,3.0,3.0,0.0
