row_index,tuna_selected_31k_seed20260803_score,tuna_selected_31k_seed20260817_score,tuna_selected_31k_seed20260831_score,tuna_selected_31k_score
2689,-1.4161943197250366,-2.4486212730407715,-2.4386444091796875,-2.101153333981832
2690,-2.2756388187408447,-3.5319793224334717,-3.6404600143432617,-3.149359385172526
2691,-3.297640323638916,-4.413405895233154,-4.378542900085449,-4.029863039652507
2692,-2.057871103286743,-3.4303808212280273,-3.820434808731079,-3.1028955777486167
2693,-2.830082654953003,-3.9856324195861816,-3.5577991008758545,-3.4578380584716797
2694,-2.3310465812683105,-3.3543498516082764,-3.6988773345947266,-3.128091255823771
2695,-2.4225785732269287,-3.7359893321990967,-3.754462957382202,-3.3043436209360757
2696,-1.4886517524719238,-3.644014835357666,-2.843411684036255,-2.6586927572886148
2697,-0.8326581716537476,-2.5313286781311035,-2.9961016178131104,-2.1200294891993203
2698,-1.0996015071868896,-3.301717758178711,-3.5007951259613037,-2.6340381304423013
2699,-2.424694538116455,-4.301990985870361,-3.7552287578582764,-3.4939714272816977
2700,-1.027245044708252,-2.6390159130096436,-3.41367506980896,-2.359978675842285
2701,-1.6388462781906128,-2.2578036785125732,-3.103846549987793,-2.3334988355636597
2702,-0.7707890868186951,-2.606083393096924,-3.1675407886505127,-2.1814710895220437
2703,-3.7944509983062744,-4.006551742553711,-4.665276050567627,-4.155426263809204
2704,-3.7346999645233154,-4.216808319091797,-3.6840882301330566,-3.8785321712493896
2705,-1.0056452751159668,-2.637765407562256,-3.817420482635498,-2.4869437217712402
2706,-2.2860960960388184,-4.9051947593688965,-3.683884859085083,-3.625058571497599
2707,-2.877612590789795,-3.60581636428833,-3.4776151180267334,-3.320348024368286
2708,-0.8887138962745667,-3.033254623413086,-2.6374943256378174,-2.18648761510849
2709,-2.029872179031372,-2.9373366832733154,-3.1243276596069336,-2.697178840637207
2710,-2.250189781188965,-3.2183785438537598,-3.667999267578125,-3.0455225308736167
2711,-1.351301670074463,-2.8956427574157715,-3.354172468185425,-2.5337056318918862
2712,-2.316004514694214,-3.416651964187622,-3.5525083541870117,-3.0950549443562827
2713,-2.1111550331115723,-3.4759726524353027,-3.8889882564544678,-3.1587053140004477
2714,-3.247379779815674,-4.063642501831055,-3.9717350006103516,-3.7609190940856934
2715,-3.6767873764038086,-3.2415502071380615,-4.151987075805664,-3.6901082197825112
2716,-3.982936382293701,-5.8023552894592285,-4.834131717681885,-4.8731411298116045
2717,-4.216018199920654,-4.661859035491943,-4.468922138214111,-4.448933124542236
2718,-0.6637580990791321,-2.4274237155914307,-2.528827428817749,-1.873336414496104
2719,-2.2211897373199463,-4.032652854919434,-4.650054931640625,-3.6346325079600015
2720,-3.70137357711792,-5.207393169403076,-5.5768938064575195,-4.828553517659505
2721,-3.651822566986084,-4.6392951011657715,-3.543297052383423,-3.9448049068450928
2722,-2.301414966583252,-4.961795806884766,-4.939298629760742,-4.067503134409587
2723,-2.549095869064331,-4.968260765075684,-4.870405673980713,-4.129254102706909
2724,-2.5978167057037354,-4.581336975097656,-4.007002830505371,-3.7287188371022544
2725,-2.786752939224243,-5.07309103012085,-5.564103126525879,-4.47464903195699
2726,-2.16640043258667,-2.620203971862793,-3.6057214736938477,-2.7974419593811035
2727,-2.6743414402008057,-3.563086748123169,-3.3488657474517822,-3.1954313119252524
2728,-2.9596047401428223,-4.806280612945557,-4.61061429977417,-4.125499884287517
2729,-2.935584783554077,-3.9535791873931885,-4.660508632659912,-3.849890867869059
2730,-2.59613037109375,-3.8301310539245605,-3.5260353088378906,-3.317432244618734
2731,-3.7704856395721436,-4.934105396270752,-4.862369060516357,-4.522320032119751
2732,-4.0105767250061035,-5.334957122802734,-3.4057765007019043,-4.250436782836914
2733,-3.2268285751342773,-4.730566024780273,-5.3889007568359375,-4.448765118916829
2734,-2.025167465209961,-4.758479118347168,-3.982334613800049,-3.588660399119059
2735,-3.6612701416015625,-5.6758599281311035,-5.267400741577148,-4.8681769371032715
2736,-3.628767728805542,-5.221092224121094,-5.0708417892456055,-4.640233914057414
2737,-2.5538978576660156,-2.775254726409912,-4.586251735687256,-3.3051347732543945
2738,-2.516087055206299,-2.479924440383911,-2.374025583267212,-2.456679026285807
2739,-1.1739428043365479,-3.578040838241577,-2.682020425796509,-2.478001356124878
2740,-1.9383198022842407,-4.174978733062744,-4.161763668060303,-3.4250207344690957
2741,-3.0429463386535645,-3.894005298614502,-3.8252036571502686,-3.587385098139445
2742,-4.114514350891113,-4.580816268920898,-4.054454803466797,-4.2499284744262695
2743,-3.5663156509399414,-4.504162788391113,-4.621896266937256,-4.2307915687561035
2744,-1.7293071746826172,-3.3751718997955322,-3.060063600540161,-2.7215142250061035
2745,-3.420546293258667,-4.601185321807861,-4.075469017028809,-4.032400210698445
2746,-3.209181547164917,-4.034804821014404,-5.59511661529541,-4.279700994491577
2747,-3.939796209335327,-4.744534015655518,-5.170640468597412,-4.618323564529419
2748,-3.6763882637023926,-4.959997177124023,-5.052123546600342,-4.562836329142253
2749,-4.396968841552734,-6.507185935974121,-5.4565229415893555,-5.453559239705403
2750,-3.665529251098633,-5.021809101104736,-5.20244836807251,-4.629928906758626
2751,-2.2086093425750732,-3.834796190261841,-3.891780138015747,-3.311728556950887
2752,-3.5822083950042725,-6.0627312660217285,-5.487741947174072,-5.0442272027333575
2753,-4.556002616882324,-3.9749298095703125,-4.17091178894043,-4.2339480717976885
2754,-2.6316945552825928,-3.540335178375244,-4.432234287261963,-3.534754673639933
2755,-3.6496832370758057,-4.74399995803833,-4.509549140930176,-4.3010774453481035
2756,-2.164140224456787,-3.8576345443725586,-4.2868123054504395,-3.436195691426595
2757,-3.862980842590332,-5.128372669219971,-5.656372547149658,-4.882575352986653
2758,-3.4661333560943604,-5.421152591705322,-5.472393035888672,-4.786559661229451
2759,-3.803424119949341,-5.606253623962402,-4.584671497344971,-4.664783080418904
2760,-3.9661378860473633,-5.874696254730225,-4.955891132354736,-4.932241757710774
2761,-4.1844329833984375,-4.709399700164795,-4.109199523925781,-4.334344069163005
2762,-1.9566516876220703,-2.7432973384857178,-4.334469795227051,-3.0114729404449463
2763,-2.2343032360076904,-2.907386541366577,-3.88152813911438,-3.007739305496216
2764,-2.449294328689575,-3.9335246086120605,-3.2207412719726562,-3.201186736424764
2765,-3.872673988342285,-3.8651249408721924,-6.088397026062012,-4.608731985092163
2766,-4.263483047485352,-5.40763521194458,-3.71658992767334,-4.462569395701091
2767,-2.9114599227905273,-3.8809914588928223,-4.701736927032471,-3.8313961029052734
2768,-3.007042646408081,-5.105044364929199,-5.177424907684326,-4.429837306340535
2769,-3.3931686878204346,-4.692055702209473,-4.531078815460205,-4.205434401830037
2770,-3.587019920349121,-5.7821831703186035,-4.567324161529541,-4.645509084065755
2771,-3.1887638568878174,-5.272278785705566,-4.764077663421631,-4.408373435338338
2772,-2.010152816772461,-2.9973199367523193,-3.940282106399536,-2.9825849533081055
2773,-2.528442859649658,-3.4555585384368896,-4.390246868133545,-3.4580827554066977
2774,-3.3887345790863037,-4.7751851081848145,-4.168341159820557,-4.110753615697225
2775,-2.1133501529693604,-3.5363998413085938,-2.830848455429077,-2.8268661499023438
2776,-1.650700569152832,-2.491316795349121,-2.698546886444092,-2.2801880836486816
2777,-1.3369566202163696,-1.4463365077972412,-2.991084098815918,-1.9247924089431763
2778,-2.9716880321502686,-5.910168170928955,-4.857019424438477,-4.579625209172566
2779,-3.3765408992767334,-5.6008830070495605,-2.7649760246276855,-3.914133310317993
2780,-3.58957839012146,-5.302409648895264,-4.74628210067749,-4.546090046564738
2781,-1.3042582273483276,-2.7843782901763916,-2.224351167678833,-2.104329228401184
2782,-1.3771692514419556,-2.43862247467041,-3.2450671195983887,-2.353619615236918
2783,-2.788898468017578,-4.404231548309326,-5.071024417877197,-4.088051478068034
2784,-3.1005759239196777,-5.379097938537598,-4.628986358642578,-4.369553407033284
2785,-3.215965986251831,-5.248706340789795,-4.194996356964111,-4.219889561335246
2786,-3.33634877204895,-3.377865791320801,-4.693942070007324,-3.8027188777923584
2787,-3.318246841430664,-3.2108781337738037,-4.472448348999023,-3.6671911080678306
2788,-2.703597068786621,-2.9543278217315674,-3.1930670738220215,-2.95033065478007
2789,-3.927734613418579,-3.9639267921447754,-3.9639735221862793,-3.951878309249878
2790,0.1879483312368393,-2.256664752960205,-3.212329387664795,-1.760348603129387
2791,-3.459353446960449,-4.171277046203613,-3.4931228160858154,-3.7079177697499595
2792,-2.885024309158325,-5.677043914794922,-4.8623480796813965,-4.474805434544881
2793,-2.0265231132507324,-4.771085262298584,-4.328576564788818,-3.708728313446045
2794,-2.177387237548828,-4.49237060546875,-3.6415584087371826,-3.437105417251587
2795,-3.788928508758545,-4.732027053833008,-4.745809555053711,-4.422255039215088
2796,-4.767215251922607,-5.938755035400391,-4.945051670074463,-5.217007319132487
2797,-2.693392753601074,-3.647536516189575,-4.201066017150879,-3.5139984289805093
2798,-2.581493377685547,-3.975764751434326,-4.177651882171631,-3.578303337097168
2799,-2.312535524368286,-3.2931618690490723,-2.926713228225708,-2.844136873881022
2800,-2.3113484382629395,-3.9987311363220215,-3.1371266841888428,-3.149068752924601
2801,0.1196860820055008,-2.678500175476074,-3.0136730670928955,-1.857495720187823
2802,-3.7627718448638916,-4.9668660163879395,-4.623195648193359,-4.4509445031483965
2803,-3.68489146232605,-5.78529691696167,-5.728203773498535,-5.066130717595418
2804,-3.0600333213806152,-5.808934211730957,-4.799757480621338,-4.556241671244304
2805,-2.9011142253875732,-4.205750465393066,-3.9276204109191895,-3.67816170056661
2806,-2.772432327270508,-4.150672435760498,-4.507760047912598,-3.8102882703145347
2807,-4.118931293487549,-4.8992486000061035,-5.060152530670166,-4.6927774747212725
2808,-2.2713582515716553,-3.9742465019226074,-2.9884142875671387,-3.0780063470204673
2809,-2.6779069900512695,-5.500611305236816,-4.599272727966309,-4.259263674418132
2810,-1.3927656412124634,-3.024332046508789,-3.8344919681549072,-2.7505298852920532
2811,-3.0994045734405518,-5.068561553955078,-4.0325775146484375,-4.0668478806813555
2812,-2.376814365386963,-4.565741062164307,-3.9025790691375732,-3.6150448322296143
2813,-1.1417216062545776,-3.356361150741577,-2.497586250305176,-2.3318896691004434
2814,-2.2990882396698,-3.9064223766326904,-3.6048574447631836,-3.270122687021891
2815,-3.1086041927337646,-5.226283550262451,-4.635130882263184,-4.323339541753133
2816,-3.886281728744507,-5.660052299499512,-4.712588310241699,-4.752974112828572
2817,-2.9768030643463135,-5.541563987731934,-4.618865489959717,-4.379077514012654
2818,-2.153395891189575,-3.8460586071014404,-3.7692627906799316,-3.256239096323649
2819,-3.114790916442871,-5.601755619049072,-3.469020128250122,-4.0618555545806885
2820,-3.6920969486236572,-5.197232246398926,-4.702743053436279,-4.530690749486287
2821,-3.3041701316833496,-5.7917351722717285,-4.4604172706604,-4.518774191538493
2822,-3.239780902862549,-3.8212335109710693,-3.9627811908721924,-3.674598534901937
2823,-2.319324254989624,-4.65078067779541,-4.024801731109619,-3.6649688879648843
2824,-1.3902556896209717,-4.0941548347473145,-3.4911577701568604,-2.991856098175049
2825,-0.7553108930587769,-3.8474960327148438,-3.2305328845977783,-2.6111132701238
2826,-2.8294379711151123,-4.725363731384277,-3.6038317680358887,-3.7195444901784263
2827,-2.430360794067383,-4.788622856140137,-3.7210052013397217,-3.646662950515747
2828,-2.8222968578338623,-3.658742904663086,-4.59546422958374,-3.6921679973602295
2829,-2.648142099380493,-5.153165340423584,-3.646599292755127,-3.815968910853068
2830,-3.039090633392334,-4.833044528961182,-3.786817789077759,-3.8863176504770913
2831,-2.620333194732666,-4.462421894073486,-3.5533831119537354,-3.545379400253296
2832,-3.409445285797119,-5.444697380065918,-3.875072479248047,-4.243071715037028
2833,-3.1852550506591797,-4.878688335418701,-3.7064361572265625,-3.923459847768148
2834,-2.104214668273926,-4.5772905349731445,-3.799607515335083,-3.4937042395273843
2835,-3.113677501678467,-3.3997983932495117,-3.451254367828369,-3.3215767542521157
2836,-1.4303793907165527,-3.4644277095794678,-3.0348682403564453,-2.643225113550822
2837,-3.496742010116577,-5.755548000335693,-4.858509540557861,-4.703599850336711
2838,-3.2452359199523926,-4.4847612380981445,-4.989237308502197,-4.239744822184245
2839,-3.4668102264404297,-4.7740478515625,-5.535258769989014,-4.5920389493306475
2840,-3.1606366634368896,-4.568896770477295,-4.198683261871338,-3.9760722319285073
2841,-3.6124351024627686,-4.3240156173706055,-4.403798580169678,-4.113416433334351
2842,-3.1185414791107178,-3.2705349922180176,-4.524733543395996,-3.6379366715749106
2843,-3.0781373977661133,-6.0206427574157715,-4.416555881500244,-4.505112012227376
2844,-3.458864688873291,-4.671854019165039,-4.370445251464844,-4.167054653167725
2845,-1.7561646699905396,-3.0238428115844727,-2.452645778656006,-2.410884420077006
2846,-3.4685096740722656,-4.312414169311523,-4.42506217956543,-4.068662007649739
2847,-3.8705039024353027,-5.817589282989502,-4.491519927978516,-4.726537704467773
2848,-3.1738839149475098,-3.4069666862487793,-4.176353931427002,-3.5857348442077637
2849,-2.649747848510742,-2.8507392406463623,-4.370786666870117,-3.2904245853424072
2850,-3.5260658264160156,-4.779444217681885,-5.429207801818848,-4.578239281972249
2851,-4.193864345550537,-5.317474842071533,-4.707063674926758,-4.739467620849609
2852,-3.8038196563720703,-5.569046974182129,-4.135797500610352,-4.502888043721517
2853,-3.510920524597168,-6.019625186920166,-4.445583820343018,-4.65870984395345
2854,-3.509683132171631,-4.8669233322143555,-4.061367511749268,-4.145991325378418
2855,-3.406217098236084,-5.014305591583252,-4.367834568023682,-4.262785752614339
2856,-1.435813307762146,-3.1035501956939697,-2.9912939071655273,-2.510219136873881
2857,-2.6269218921661377,-4.61077356338501,-2.9270451068878174,-3.3882468541463218
2858,-3.456268310546875,-4.80167293548584,-4.751300811767578,-4.336414019266765
2859,-2.221755027770996,-3.342440366744995,-4.737398624420166,-3.4338646729787192
2860,-2.3219358921051025,-3.027385711669922,-4.661387920379639,-3.336903174718221
2861,-3.5624845027923584,-4.755438327789307,-4.645116806030273,-4.3210132122039795
2862,-1.778523325920105,-0.18767933547496796,-0.4553602933883667,-0.8071876515944799
2863,-3.915132999420166,-5.029309272766113,-4.596172332763672,-4.513538201649983
2864,-3.6436400413513184,-4.75383186340332,-4.864047050476074,-4.420506318410237
2865,-3.649690628051758,-4.154892921447754,-4.7938385009765625,-4.199474016825358
2866,-1.571217656135559,-4.307892799377441,-3.827451229095459,-3.2355205615361533
2867,-2.9334285259246826,-4.483274459838867,-4.36288595199585,-3.9265296459198
2868,-3.2691776752471924,-5.3978095054626465,-4.552310466766357,-4.406432549158732
2869,-0.4229544699192047,-2.4732463359832764,-0.36429691314697266,-1.0868325730164845
2870,-0.9577127695083618,-2.4693727493286133,-0.5875977873802185,-1.3382277687390645
2871,-0.9260512590408325,-2.653165817260742,-1.0802223682403564,-1.553146481513977
2872,-1.536508560180664,-5.354144096374512,-3.144124746322632,-3.344925800959269
2873,-1.2142081260681152,-3.7518370151519775,-1.1336216926574707,-2.033222277959188
2874,-0.9860131740570068,-1.4414104223251343,-0.4736717939376831,-0.9670317967732748
2875,-1.7808284759521484,-3.404171943664551,-1.6687113046646118,-2.284570574760437
2876,-2.2965872287750244,-3.924506902694702,-1.657883882522583,-2.626326004664103
2877,-2.3163764476776123,-3.26350474357605,-1.6879611015319824,-2.422614097595215
2878,-0.7583613395690918,-2.272368907928467,-1.7443186044692993,-1.5916829506556194
2879,-0.7542505860328674,-2.9559128284454346,-0.28519731760025024,-1.3317869106928508
2880,-2.460747241973877,-3.498013973236084,-2.419137716293335,-2.792632977167765
2881,-1.4206551313400269,-3.692659854888916,-1.689637541770935,-2.267650842666626
2882,-1.3352357149124146,-3.3365304470062256,-1.5936893224716187,-2.0884851614634194
2883,-1.5723727941513062,-2.761481285095215,-0.9440773129463196,-1.7593104640642803
2884,-1.934674859046936,-4.648274898529053,-1.4513418674468994,-2.678097208340963
2885,-1.6852092742919922,-3.291790008544922,-0.5602329969406128,-1.8457440932591755
2886,-1.121451497077942,-4.5565104484558105,-1.0774884223937988,-2.2518167893091836
2887,-3.3089654445648193,-4.073790550231934,-2.7448811531066895,-3.3758790493011475
2888,-2.82684326171875,-3.9876067638397217,-2.070517063140869,-2.9616556962331138
2889,-1.3659663200378418,-1.1405218839645386,-0.5653567314147949,-1.023948311805725
2890,-1.004974603652954,-3.308769464492798,-1.9971661567687988,-2.1036367416381836
2891,-3.0072317123413086,-4.651412010192871,-2.6117401123046875,-3.4234612782796225
2892,-1.6534713506698608,-3.0040640830993652,-1.2698262929916382,-1.9757872422536213
2893,-0.9750769734382629,-3.687082052230835,-1.0878630876541138,-1.9166740377744038
2894,-2.0213241577148438,-4.365551471710205,-2.4305310249328613,-2.9391355514526367
2895,-2.319305419921875,-3.4690608978271484,-2.319065570831299,-2.702477296193441
2896,-1.3586803674697876,-2.505218744277954,-1.1762993335723877,-1.6800661484400432
2897,-1.192110300064087,-2.3555970191955566,-2.094099521636963,-1.880602280298869
2898,-0.4640151262283325,-2.377162456512451,-0.6822285056114197,-1.1744686961174011
2899,-1.887355089187622,-4.65414571762085,-1.9454723596572876,-2.8289910554885864
2900,-1.5916823148727417,-4.122947692871094,-2.333475351333618,-2.6827017863591514
2901,-1.0576242208480835,-1.882130742073059,-1.0558706521987915,-1.331875205039978
2902,-2.766451835632324,-4.325181484222412,-3.588102102279663,-3.5599118073781333
2903,-1.0052211284637451,-3.272156238555908,-1.1011022329330444,-1.792826533317566
2904,-1.15427565574646,-2.7422797679901123,-1.4082139730453491,-1.7682564655939739
2905,-0.27149513363838196,-2.46726131439209,-1.3922317028045654,-1.3769960502783458
2906,-0.6465198993682861,-2.3357417583465576,-0.4317377209663391,-1.1379997928937275
2907,-2.249785900115967,-3.153531551361084,-2.0406181812286377,-2.481311877568563
2908,-0.3711793124675751,-2.028546094894409,-0.9985655546188354,-1.1327636539936066
2909,-1.4435064792633057,-1.1566717624664307,-1.8422235250473022,-1.4808005889256795
2910,-1.9081454277038574,-3.515171527862549,-2.3681983947753906,-2.5971717834472656
2911,-1.3995391130447388,-1.3333766460418701,-1.4979418516159058,-1.4102858702341716
2912,-0.3185078203678131,-2.4072229862213135,-0.7045688629150391,-1.1434332231680553
2913,-2.13960337638855,-3.31449556350708,-1.475427508354187,-2.3098421494166055
2914,-3.88455867767334,-5.1600775718688965,-3.339846134185791,-4.128160794576009
2915,-1.8142818212509155,-3.5975661277770996,-2.288382053375244,-2.56674333413442
2916,-2.1205577850341797,-3.617351770401001,-2.774001121520996,-2.837303558985392
2917,-0.5187252163887024,-1.5362251996994019,-0.1686934232711792,-0.7412146131197611
2918,-0.8387934565544128,-1.8314749002456665,-0.9793808460235596,-1.2165497342745464
2919,-1.6077793836593628,-2.679391860961914,-0.999117910861969,-1.762096385161082
2920,-1.712811827659607,-4.502617359161377,-2.388669729232788,-2.868032972017924
2921,-2.4229328632354736,-5.236072063446045,-1.5013420581817627,-3.0534489949544272
2922,-3.8404533863067627,-4.448835849761963,-1.5083073377609253,-3.2658655246098838
2923,-2.7042012214660645,-5.216726303100586,-2.7945940494537354,-3.571840524673462
2924,-3.5221054553985596,-3.865770101547241,-2.7259669303894043,-3.371280829111735
2925,-4.244119167327881,-4.779982089996338,-3.3550331592559814,-4.126378138860066
2926,-0.8005737662315369,-3.072739601135254,-1.2375355958938599,-1.7036163210868835
2927,-2.1385955810546875,-5.38124942779541,-3.4384539127349854,-3.652766307195028
2928,-1.920082926750183,-2.96649169921875,-1.8220640420913696,-2.236212889353434
2929,-1.5602322816848755,-4.256457805633545,-1.178222417831421,-2.3316375017166138
2930,-4.115270137786865,-6.71343469619751,-5.6284379959106445,-5.485714276631673
2931,-3.022625207901001,-6.536278247833252,-3.9845566749572754,-4.51448671023051
2932,-3.764552593231201,-3.226850986480713,-4.445450782775879,-3.812284787495931
2933,-4.21043062210083,-5.624473571777344,-3.886320114135742,-4.573741436004639
2934,-1.3904069662094116,-3.1312015056610107,-1.6547753810882568,-2.058794617652893
2935,-1.918016791343689,-3.2778754234313965,-1.9550292491912842,-2.38364048798879
2936,-3.4521100521087646,-5.906627655029297,-2.9070980548858643,-4.088611920674642
2937,-2.804790735244751,-4.047863006591797,-2.0691018104553223,-2.9739185174306235
2938,-5.009156703948975,-6.660265922546387,-4.7397027015686035,-5.469708442687988
2939,-2.089151620864868,-3.827075719833374,-2.5655629634857178,-2.827263434727987
2940,-2.0556440353393555,-4.831414222717285,-2.440081834793091,-3.109046697616577
2941,-1.8915709257125854,-4.124084949493408,-0.9484403133392334,-2.321365396181742
2942,-0.5924437642097473,-2.1489498615264893,-0.13324281573295593,-0.9582121471563975
2943,-0.27221885323524475,-1.557051658630371,-0.03602506220340729,-0.621765191356341
2944,-1.9174728393554688,-4.482702255249023,-2.592039108276367,-2.9974047342936196
2945,-3.0750856399536133,-5.45255708694458,-3.7377026081085205,-4.088448445002238
2946,-1.6699092388153076,-3.026871919631958,-1.1017935276031494,-1.9328582286834717
2947,-2.620861053466797,-4.6249260902404785,-1.6266345977783203,-2.9574739138285318
2948,-2.610912799835205,-4.696745872497559,-2.110419511795044,-3.139359394709269
2949,-1.0329327583312988,-2.5655007362365723,-1.1675978899002075,-1.5886771281560261
2950,-1.2841479778289795,-2.9671950340270996,-1.1836310625076294,-1.8116580247879028
2951,-3.250380516052246,-4.413319110870361,-1.6336402893066406,-3.0991133054097495
2952,-0.7417435050010681,-2.5596041679382324,-0.24539196491241455,-1.1822465459505718
2953,-0.3542131781578064,-2.126739740371704,-0.7502756118774414,-1.0770761768023174
2954,-0.9227803945541382,-2.2003366947174072,-0.10621247440576553,-1.076443187892437
2955,-2.110938549041748,-3.714075803756714,-0.5965707898139954,-2.140528380870819
2956,-2.0502941608428955,-3.718370199203491,-1.4673316478729248,-2.411998669306437
2957,-2.2962093353271484,-5.019307613372803,-2.5291993618011475,-3.281572103500366
2958,-2.896315097808838,-4.795803070068359,-1.9963688850402832,-3.2294956843058267
2959,-0.8063346147537231,-2.0176784992218018,-1.184946894645691,-1.3363200028737385
2960,-1.0106526613235474,-3.3931262493133545,-1.2051856517791748,-1.8696548541386921
2961,-2.04499888420105,-4.198072910308838,-2.0227584838867188,-2.7552767594655356
2962,-2.1978204250335693,-3.759420394897461,-3.6891427040100098,-3.215461174647013
2963,-4.333313941955566,-5.668123722076416,-4.960144996643066,-4.987194220225017
2964,-3.9692957401275635,-5.907380104064941,-3.745481252670288,-4.540719032287598
2965,-1.0837030410766602,-4.496419906616211,-1.133156418800354,-2.237759788831075
2966,-1.826374888420105,-3.472721576690674,-2.1470398902893066,-2.4820454518000283
2967,-0.6069154143333435,-2.6901257038116455,-1.7554407119750977,-1.6841606100400288
2968,-1.7768765687942505,-3.6515886783599854,-1.504629135131836,-2.311031460762024
2969,-0.5357609987258911,-2.092904806137085,-0.7634912729263306,-1.1307190259297688
2970,-1.632972240447998,-3.888507843017578,-1.6541346311569214,-2.3918715715408325
2971,-4.818306922912598,-6.147977352142334,-4.99488639831543,-5.320390224456787
2972,-0.5471909046173096,-1.80977463722229,-1.7513916492462158,-1.3694523970286052
2973,-3.9883217811584473,-6.259799957275391,-3.880096912384033,-4.70940621693929
2974,-1.2577661275863647,-3.5269179344177246,-1.6413915157318115,-2.1420251925786338
2975,-1.3667941093444824,-3.2170963287353516,-2.959752082824707,-2.51454750696818
2976,-1.6290420293807983,-3.4404451847076416,-1.14903724193573,-2.07284148534139
2977,-2.153099536895752,-4.993847846984863,-3.530980348587036,-3.559309244155884
2978,-0.3616493046283722,-1.9586713314056396,-1.0505893230438232,-1.123636653025945
2979,-1.8930394649505615,-4.054412841796875,-2.2830727100372314,-2.7435083389282227
2980,-3.043900489807129,-3.7839584350585938,-0.4798072874546051,-2.4358887374401093
2981,-2.574803113937378,-4.2068305015563965,-1.338578224182129,-2.7067372798919678
2982,-1.5280773639678955,-2.834991931915283,-1.6287328004837036,-1.9972673654556274
2983,-3.2652876377105713,-4.811766624450684,-2.4191713333129883,-3.498741865158081
2984,-0.5498031973838806,-2.774543523788452,0.19199110567569733,-1.0441185384988785
2985,-3.662533760070801,-4.8661394119262695,-3.3877968788146973,-3.9721566836039224
2986,-1.4077258110046387,-2.207482099533081,-1.165587306022644,-1.5935984055201213
2987,-1.9606460332870483,-1.7866275310516357,-0.763286292552948,-1.5035199522972107
2988,-0.31772294640541077,-2.8558857440948486,-0.30090001225471497,-1.1581695675849915
2989,-2.4182066917419434,-4.8433403968811035,-2.706871509552002,-3.322806199391683
2990,-0.8495381474494934,-2.0175893306732178,-1.9068673849105835,-1.5913316210110982
2991,-2.9228899478912354,-3.3973498344421387,-1.4704467058181763,-2.5968954960505166
2992,-0.5047646164894104,-1.6128190755844116,-0.958393931388855,-1.025325874487559
2993,-0.48614418506622314,-3.1058766841888428,-1.3383028507232666,-1.6434412399927776
2994,-2.215970277786255,-3.2631921768188477,-1.9404747486114502,-2.473212401072184
2995,-1.6904233694076538,-4.018152236938477,-1.509822964668274,-2.4061328570048013
2996,-0.37042075395584106,-2.173666477203369,-1.4690896272659302,-1.3377256194750469
2997,-4.234560966491699,-5.41358757019043,-2.2220449447631836,-3.956731160481771
2998,-1.2225133180618286,-3.427302837371826,-0.04914500191807747,-1.5663203857839108
2999,-1.7698276042938232,-3.959261894226074,-2.0222790241241455,-2.583789507548014
3000,-2.7544150352478027,-4.404460430145264,-3.1644513607025146,-3.4411089420318604
3001,-1.336873173713684,-3.282367706298828,-0.899069607257843,-1.8394368290901184
3002,-0.9792684316635132,-3.585623025894165,-1.30609130859375,-1.9569942553838093
3003,-1.2347869873046875,-2.0040345191955566,-0.6655770540237427,-1.3014661868413289
3004,-1.1583656072616577,-3.440373420715332,-0.14078284800052643,-1.5798406253258388
3005,-1.598882794380188,-4.998504638671875,-1.1857929229736328,-2.5943934520085654
3006,-2.344491958618164,-3.110041618347168,-2.574098587036133,-2.6762107213338218
3007,-1.7001937627792358,-4.528034210205078,-1.1634786128997803,-2.4639021952946982
3008,-3.335644006729126,-5.357110500335693,-1.2630175352096558,-3.318590680758158
3009,-2.123262643814087,-4.029019355773926,-2.1925981044769287,-2.7816267013549805
3010,-1.4334279298782349,-3.322427272796631,-1.354176640510559,-2.036677281061808
3011,-2.7285377979278564,-4.900121212005615,-3.21286678314209,-3.613841931025187
3012,-0.38091281056404114,-1.3056076765060425,-1.5126261711120605,-1.066382219394048
3013,-1.4382829666137695,-4.929675102233887,-2.5588808059692383,-2.9756129582722983
3014,-1.4611766338348389,-3.683439016342163,-2.4743175506591797,-2.539644400278727
3015,-1.0495680570602417,-1.9279528856277466,-0.8065472841262817,-1.2613560756047566
3016,-0.6166133880615234,-2.322892189025879,-0.8517782092094421,-1.2637612620989482
3017,-2.069171667098999,-2.6403744220733643,-1.923927664756775,-2.2111579179763794
3018,-1.314699411392212,-3.5649585723876953,-1.7566155195236206,-2.2120911677678428
3019,-1.0713133811950684,-3.5451319217681885,-1.3658013343811035,-1.9940822124481201
3020,-1.5932989120483398,-4.4687018394470215,-0.9672268629074097,-2.3430758714675903
3021,-2.7852225303649902,-4.682305812835693,-2.1034295558929443,-3.190319299697876
3022,-1.787319540977478,-5.1866936683654785,-2.7837491035461426,-3.2525874376296997
3023,-2.395498275756836,-4.952354907989502,-2.041703939437866,-3.129852374394735
3024,-2.253953456878662,-4.441075801849365,-3.229874849319458,-3.3083013693491616
3025,-2.314696788787842,-4.886114120483398,-3.1460371017456055,-3.4489493370056152
3026,-2.8490397930145264,-5.429531097412109,-2.2527003288269043,-3.51042373975118
3027,-0.8785191774368286,-1.5357282161712646,-0.3848477602005005,-0.9330317179361979
3028,-0.3655208945274353,-2.9164187908172607,-1.1097447872161865,-1.463894824186961
